"player","team","year","war","g","pa","ab","r","h","x2b","x3b","hr","rbi","sb","cs","bb","so","ba","obp","slg","ops","ops_plus","r_oba","rbat","tb","gidp","hbp","sh","sf","ibb","pos","awards","war_to_2","g_to_2","pa_to_2","ab_to_2","r_to_2","h_to_2","x2b_to_2","x3b_to_2","hr_to_2","rbi_to_2","sb_to_2","cs_to_2","bb_to_2","so_to_2","ba_to_2","obp_to_2","slg_to_2","ops_to_2","ops_plus_to_2","r_oba_to_2","rbat_to_2","tb_to_2","gidp_to_2","hbp_to_2","sh_to_2","sf_to_2","ibb_to_2","dummy_team_change","position","age","years_contract","contract_value","average_annual_contract_value","years_experience","id_contract"
"Alejandro De Aza","NYM","2016",-0.4,130,267,234,31,48,9,0,6,25,4,3,26,67,0.205,0.297,0.321,0.618,68,0.28,66,75,5,5,1,1,1,"H879",0,-0.4,130,267,234,31,48,9,0,6,25,4,3,26,67,0.205,0.297,0.321,0.618,68,0.28,66,75,5,5,1,1,1,1,"LF",32.3,1,5750000,5750000,6.139,72
"Alejandro De Aza","WSN","2017",-0.1,28,70,62,8,12,2,3,0,9,1,0,3,16,0.194,0.224,0.323,0.546,39,0.251,28,20,1,0,3,2,1,"97H/8",0,-0.1,28,70,62,8,12,2,3,0,9,1,0,3,16,0.194,0.224,0.323,0.546,39,0.251,28,20,1,0,3,2,1,1,"LF",33.3,1,695958.90057858,695958.90057858,7.139,73
"Alex Avila","CHW","2016",0.9,57,209,169,19,36,6,0,7,11,0,0,38,78,0.213,0.359,0.373,0.732,103,0.328,105,63,3,1,0,1,0,"2/DH",0,0.9,57,209,169,19,36,6,0,7,11,0,0,38,78,0.213,0.359,0.373,0.732,103,0.328,105,63,3,1,0,1,0,1,"C",29.5,1,2500000,2500000,6.061,75
"Alex Avila","2TM","2017",2.8,112,376,311,41,82,13,1,14,49,0,1,62,120,0.264,0.387,0.447,0.834,120,0.364,122,139,10,1,1,1,2,"2H3/D",0,2.8,112,376,311,41,82,13,1,14,49,0,1,62,120,0.264,0.387,0.447,0.834,120,0.364,122,139,10,1,1,1,2,1,"C",30.5,1,2000000,2000000,7.061,76
"Alex Avila","ARI","2018",0,80,234,194,13,32,6,0,7,20,0,0,37,90,0.165,0.299,0.304,0.603,61,0.279,57,59,4,1,0,2,2,"2H/31",0,0,80,234,194,13,32,6,0,7,20,0,0,37,90,0.165,0.299,0.304,0.603,61,0.279,57,59,4,1,0,2,2,1,"C",31.5,2,8250000,4125000,8.061,77
"Alex Avila","ARI","2019",1.2,63,201,164,22,34,8,0,9,24,1,0,36,68,0.207,0.353,0.421,0.774,100,0.331,95,69,8,1,0,0,7,"2/H1",0,1.2,63,201,164,22,34,8,0,9,24,1,0,36,68,0.207,0.353,0.421,0.774,100,0.331,95,69,8,1,0,0,7,1,"C",32.5,2,8250000,4125000,9.061,77
"Alex Avila","MIN","2020",0.4,23,62,49,6,9,2,0,1,2,0,0,11,22,0.184,0.355,0.286,0.641,82,0.305,88,14,2,2,0,0,0,"2/DH",0,0.4,23,62,49,6,9,2,0,1,2,0,0,11,22,0.184,0.355,0.286,0.641,82,0.305,88,14,2,2,0,0,0,1,"C",33.5,1,4250000,4250000,10.061,78
"Alex Avila","WSN","2021",0.7,34,111,89,5,17,9,1,1,9,0,0,19,37,0.191,0.345,0.348,0.694,93,0.312,93,31,4,2,1,0,1,"2/H4",0,0.7,34,111,89,5,17,9,1,1,9,0,0,19,37,0.191,0.345,0.348,0.694,93,0.312,93,31,4,2,1,0,1,1,"C",34.5,1,1500000,1500000,11.061,79
"Alex Claudio","LAA","2021",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",29.5,1,1125000,1125000,5.114,81
"Alex Cobb","BAL","2018",0,3,7,6,0,1,0,0,0,0,0,0,0,2,0.167,0.167,0.167,0.333,-7,0.149,-44,1,0,0,1,0,0,"1",0,0,3,7,6,0,1,0,0,0,0,0,0,0,2,0.167,0.167,0.167,0.333,-7,0.149,-44,1,0,0,1,0,0,1,"SP/SP4",30.8,4,57000000,14250000,0,82
"Alex Cobb","LAA","2021",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-125,0,0,0,0,0,0,"1",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-125,0,0,0,0,0,0,1,"SP/SP4",33.8,4,57000000,14250000,3,82
"Alex Gonzalez","MIL","2012",0.2,24,89,81,8,21,4,0,4,15,1,1,6,15,0.259,0.326,0.457,0.783,106,0.34,104,37,1,2,0,0,0,"6",0,0.2,24,89,81,8,21,4,0,4,15,1,1,6,15,0.259,0.326,0.457,0.783,106,0.34,104,37,1,2,0,0,0,1,"SS",35.4,1,4250000,4250000,2.099,88
"Alex Gonzalez","MIL","2013",-1,41,118,113,14,20,3,0,1,8,0,0,3,26,0.177,0.203,0.23,0.433,19,0.197,0,26,1,1,0,1,0,"35H/6",0,-1,41,118,113,14,20,3,0,1,8,0,0,3,26,0.177,0.203,0.23,0.433,19,0.197,0,26,1,1,0,1,0,0,"SS",36.4,1,1450000,1450000,3.099,89
"Alex Gordon","KCR","2016",0.8,128,506,445,62,98,16,2,17,40,8,1,52,148,0.22,0.312,0.38,0.692,85,0.309,82,169,9,8,0,1,3,"7/H",0,0.8,128,506,445,62,98,16,2,17,40,8,1,52,148,0.22,0.312,0.38,0.692,85,0.309,82,169,9,8,0,1,3,0,"OF",32.5,4,72000000,18000000,8.092,90
"Alex Gordon","KCR","2017",-0.1,148,541,476,52,99,20,2,9,45,7,4,45,126,0.208,0.293,0.315,0.608,63,0.275,60,150,7,14,2,4,3,"78/H9",1,-0.1,148,541,476,52,99,20,2,9,45,7,4,45,126,0.208,0.293,0.315,0.608,63,0.275,60,150,7,14,2,4,3,0,"OF",33.5,4,72000000,18000000,9.092,90
"Alex Gordon","KCR","2018",2,141,568,506,56,124,24,0,13,54,12,2,50,124,0.245,0.324,0.37,0.694,90,0.309,87,187,7,10,0,2,4,"78/D9",1,2,141,568,506,56,124,24,0,13,54,12,2,50,124,0.245,0.324,0.37,0.694,90,0.309,87,187,7,10,0,2,4,0,"OF",34.5,4,72000000,18000000,10.092,90
"Alex Gordon","KCR","2019",1.1,150,633,556,77,148,31,1,13,76,5,3,51,100,0.266,0.345,0.396,0.741,95,0.323,94,220,13,19,1,6,4,"7/1DH",1,1.1,150,633,556,77,148,31,1,13,76,5,3,51,100,0.266,0.345,0.396,0.741,95,0.323,94,220,13,19,1,6,4,0,"OF",35.5,4,72000000,18000000,11.092,90
"Alex Gordon","KCR","2020",0.3,50,184,163,15,34,4,0,4,11,0,0,18,37,0.209,0.299,0.307,0.606,65,0.288,71,50,0,3,0,0,0,"7/H",1,0.3,50,184,163,15,34,4,0,4,11,0,0,18,37,0.209,0.299,0.307,0.606,65,0.288,71,50,0,3,0,0,0,0,"OF",36.5,1,4000000,4000000,12.092,91
"Alex Wood","SFG","2021",-0.3,24,47,38,0,0,0,0,0,0,0,1,5,26,0,0.116,0,0.116,-64,0.069,-90,0,0,0,4,0,0,"1",0,-0.3,24,47,38,0,0,0,0,0,0,0,1,5,26,0,0.116,0,0.116,-64,0.069,-90,0,0,0,4,0,0,1,"SP/SP3",30.6,1,3000000,3000000,1,93
"Alexi Ogando","BOS","2015",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",31.8,1,1500000,1500000,0,97
"Alexi Ogando","ATL","2016",0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",32.8,1,2000000,2000000,1,98
"Amed Rosario","3TM","2024",-0.1,103,346,332,29,93,18,3,3,32,13,5,9,73,0.28,0.306,0.38,0.686,94,0.312,98,126,10,4,0,1,0,"49DH56",0,-0.1,103,346,332,29,93,18,3,3,32,13,5,9,73,0.28,0.306,0.38,0.686,94,0.312,98,126,10,4,0,1,0,1,"SS",28,1,1500000,1500000,0,99
"Amed Rosario","2TM","2025",0.3,62,191,181,20,50,11,0,6,23,1,0,7,31,0.276,0.309,0.436,0.745,109,0.328,109,79,6,2,0,1,0,"54H/9D16",0,0.3,62,191,181,20,50,11,0,6,23,1,0,7,31,0.276,0.309,0.436,0.745,109,0.328,109,79,6,2,0,1,0,1,"SS",29,1,2000000,2000000,1,100
"Andrelton Simmons","MIN","2021",1.3,131,451,412,37,92,12,0,3,31,1,0,32,62,0.223,0.283,0.274,0.558,57,0.253,54,113,14,3,3,1,0,"6/H",0,1.3,131,451,412,37,92,12,0,3,31,1,0,32,62,0.223,0.283,0.274,0.558,57,0.253,54,113,14,3,3,1,0,1,"SS",31.9,1,10500000,10500000,8.122,105
"Andrelton Simmons","CHC","2022",-0.1,34,85,75,8,13,1,0,0,7,4,0,7,13,0.173,0.244,0.187,0.431,23,0.215,12,14,5,0,3,0,0,"46/DH1",0,-0.1,34,85,75,8,13,1,0,0,7,4,0,7,13,0.173,0.244,0.187,0.431,23,0.215,12,14,5,0,3,0,0,1,"SS",32.9,1,4000000,4000000,9.122,106
"Andres Blanco","PHI","2017",-0.4,80,144,130,10,25,4,0,3,13,1,0,12,34,0.192,0.257,0.292,0.549,45,0.245,35,38,1,0,0,2,0,"H543/61D",0,-0.4,80,144,130,10,25,4,0,3,13,1,0,12,34,0.192,0.257,0.292,0.549,45,0.245,35,38,1,0,0,2,0,0,"3B",33.3,1,3000000,3000000,6.007,107
"Andrew Bailey","PHI","2016",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",32.2,1,672362.379948466,672362.379948466,1,110
"Andrew Bailey","LAA","2017",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"/1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP",33.2,1,1300857.7580908,1300857.7580908,2,111
"Andrew Bellatti","MIA","2021",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"/1",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",29,1,674990.669239509,674990.669239509,0,112
"Andrew Bellatti","PHI","2022",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",30,1,780223.372192982,780223.372192982,1,113
"Andrew Cashner","TEX","2017",0.1,2,7,5,0,1,0,0,0,1,0,0,0,2,0.2,0.167,0.2,0.367,-6,0.282,50,1,0,0,1,1,0,"1",0,0.1,2,7,5,0,1,0,0,0,1,0,0,0,2,0.2,0.167,0.2,0.367,-6,0.282,50,1,0,0,1,1,0,1,"RP",30.9,1,10000000,10000000,6.126,114
"Andrew Cashner","BAL","2018",0,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-131,0,0,0,0,0,0,"1/H",0,0,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-131,0,0,0,0,0,0,1,"RP",31.9,2,16000000,8000000,7.126,115
"Andrew Cashner","2TM","2019",0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-129,0,0,0,0,0,0,"1",0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-129,0,0,0,0,0,0,1,"RP",32.9,2,16000000,8000000,8.126,115
"Andrew Chafin","2TM","2021",0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP/CL",31.2,1,2750000,2750000,0,116
"Andrew Chafin","ARI","2023",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP/CL",33.2,2,13000000,6500000,2,117
"Andrew Chafin","ARI","2023",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP/CL",33.2,1,6250000,6250000,3,118
"Andrew Kittredge","TBR","2021",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",31.4,1,887367.225117671,887367.225117671,0,124
"Andrew Kittredge","STL","2024",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",34.4,1,2704641.56397049,2704641.56397049,2,126
"Andrew Kittredge","BAL","2025",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",35.4,1,10000000,10000000,3,127
"Andrew Mccutchen","PHI","2019",1.7,59,262,219,45,56,12,1,10,29,2,1,43,55,0.256,0.378,0.457,0.834,116,0.363,120,100,1,0,0,0,0,"78/D",0,1.7,59,262,219,45,56,12,1,10,29,2,1,43,55,0.256,0.378,0.457,0.834,116,0.363,120,100,1,0,0,0,0,1,"RF/RF",32.8,3,50000000,16666666.6666667,0,128
"Andrew Mccutchen","PHI","2020",-0.1,57,241,217,32,55,9,0,10,34,4,0,22,48,0.253,0.324,0.433,0.757,102,0.338,103,94,4,1,0,1,0,"7D/H",0,-0.1,57,241,217,32,55,9,0,10,34,4,0,22,48,0.253,0.324,0.433,0.757,102,0.338,103,94,4,1,0,1,0,1,"RF/RF",33.8,3,50000000,16666666.6666667,1,128
"Andrew Mccutchen","PHI","2021",1.2,144,574,482,78,107,24,1,27,80,6,1,81,132,0.222,0.334,0.444,0.778,109,0.342,109,214,10,4,0,7,2,"7H/D",0,1.2,144,574,482,78,107,24,1,27,80,6,1,81,132,0.222,0.334,0.444,0.778,109,0.342,109,214,10,4,0,7,2,1,"RF/RF",34.8,3,50000000,16666666.6666667,2,128
"Andrew Mccutchen","MIL","2022",1,134,580,515,66,122,25,0,17,69,8,6,57,124,0.237,0.316,0.384,0.7,97,0.31,96,198,10,4,0,4,1,"D79/8H",0,1,134,580,515,66,122,25,0,17,69,8,6,57,124,0.237,0.316,0.384,0.7,97,0.31,96,198,10,4,0,4,1,1,"RF/RF",35.8,1,8500000,8500000,3,129
"Andrew Mccutchen","PIT","2023",1.4,112,473,390,55,100,19,0,12,43,11,3,75,100,0.256,0.378,0.397,0.776,112,0.348,113,155,8,4,0,4,1,"D/9H",0,1.4,112,473,390,55,100,19,0,12,43,11,3,75,100,0.256,0.378,0.397,0.776,112,0.348,113,155,8,4,0,4,1,1,"RF/RF",36.8,1,5000000,5000000,4,130
"Andrew Mccutchen","PIT","2024",0.9,120,515,448,66,104,18,1,20,50,3,2,58,133,0.232,0.328,0.411,0.739,106,0.332,111,184,9,7,0,2,1,"D/9H",0,0.9,120,515,448,66,104,18,1,20,50,3,2,58,133,0.232,0.328,0.411,0.739,106,0.332,111,184,9,7,0,2,1,0,"RF/RF",37.8,1,5000000,5000000,5,131
"Andrew Mccutchen","PIT","2025",0.1,135,551,477,51,114,22,0,13,57,1,1,67,118,0.239,0.333,0.367,0.7,95,0.311,94,175,12,2,0,3,5,"D/H97",0,0.1,135,551,477,51,114,22,0,13,57,1,1,67,118,0.239,0.333,0.367,0.7,95,0.311,94,175,12,2,0,3,5,0,"DH/DH",38.8,1,5000000,5000000,6,132
"Andrew Miller","NYY","2015",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",30.2,4,36000000,9000000,0,133
"Andrew Miller","2TM","2016",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",31.2,4,36000000,9000000,1,133
"Andrew Miller","CLE","2017",0,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-142,0,0,0,0,0,0,"1",1,0,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-142,0,0,0,0,0,0,1,"RP",32.2,4,36000000,9000000,2,133
"Andrew Miller","CLE","2018",0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-133,0,0,0,0,0,0,"1",0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-133,0,0,0,0,0,0,1,"RP",33.2,4,36000000,9000000,3,133
"Andrew Miller","STL","2019",0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",34.2,2,25000000,12500000,4,134
"Andrew Miller","STL","2021",0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP",36.2,2,30635466.7473561,15317733.3736781,7,135
"Andrew Miller","STL","2021",0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP",36.2,2,29578907.5039224,14789453.7519612,8,136
"Angel Perdomo","MIL","2021",0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",26,1,674990.669239509,674990.669239509,0,137
"Anthony Banda","ARI","2017",-0.1,7,6,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,-200,0,0,0,1,0,0,"/1",0,-0.1,7,6,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,-200,0,0,0,1,0,0,1,"RP",24,1,695958.90057858,695958.90057858,0,141
"Anthony Banda","2TM","2021",0,29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-125,0,0,0,0,0,0,"1",0,0,29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-125,0,0,0,0,0,0,1,"RP",28,1,674990.669239509,674990.669239509,2,143
"Anthony Banda","LAD","2025",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",32,1,1000000,1000000,6,147
"Anthony Bass","SEA","2019",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",31.8,1,691688.341292727,691688.341292727,0,148
"Anthony Bass","MIA","2021",0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",33.8,2,5000000,2500000,2,150
"Anthony Bass","MIA","2022",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/DH",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",34.8,2,5000000,2500000,3,150
"Anthony Bass","MIA","2022",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/DH",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",34.8,2,5573024.08709273,2786512.04354636,4,151
"Anthony Bender","MIA","2021",0,56,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-135,0,0,0,0,0,0,"1/H",0,0,56,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-135,0,0,0,0,0,0,1,"RP",26.5,1,674990.669239509,674990.669239509,0,152
"Anthony Desclafani","SFG","2021",-0.2,33,62,51,2,2,1,0,0,1,0,0,4,33,0.039,0.109,0.059,0.168,-52,0.106,-76,3,0,0,7,0,0,"1/H",0,-0.2,33,62,51,2,2,1,0,0,1,0,0,4,33,0.039,0.109,0.059,0.168,-52,0.106,-76,3,0,0,7,0,0,1,"SP",31.3,1,6000000,6000000,0,156
"Anthony Recker","ATL","2016",0.6,33,112,90,6,25,8,0,2,15,1,0,16,22,0.278,0.394,0.433,0.828,123,0.375,131,39,0,2,3,1,1,"2/H",0,0.6,33,112,90,6,25,8,0,2,15,1,0,16,22,0.278,0.394,0.433,0.828,123,0.375,131,39,0,2,3,1,1,1,"C",32.9,1,672362.379948466,672362.379948466,0,161
"Anthony Rizzo","NYY","2022",2.3,130,548,465,77,104,21,1,32,75,6,5,58,101,0.224,0.338,0.48,0.817,130,0.35,127,223,13,23,0,2,6,"3/DH",0,2.3,130,548,465,77,104,21,1,32,75,6,5,58,101,0.224,0.338,0.48,0.817,130,0.35,127,223,13,23,0,2,6,0,"1B",33,2,32000000,16000000,9.168,163
"Anthony Rizzo","NYY","2023",0.5,99,421,373,45,91,14,0,12,41,0,3,35,97,0.244,0.328,0.378,0.706,94,0.309,94,141,10,12,0,1,1,"3/D",0,0.5,99,421,373,45,91,14,0,12,41,0,3,35,97,0.244,0.328,0.378,0.706,94,0.309,94,141,10,12,0,1,1,0,"1B",34,2,32000000,16000000,10.168,163
"Anthony Rizzo","NYY","2023",0.5,99,421,373,45,91,14,0,12,41,0,3,35,97,0.244,0.328,0.378,0.706,94,0.309,94,141,10,12,0,1,1,"3/D",0,0.5,99,421,373,45,91,14,0,12,41,0,3,35,97,0.244,0.328,0.378,0.706,94,0.309,94,141,10,12,0,1,1,0,"1B",34,2,40000000,20000000,10.168,164
"Anthony Rizzo","NYY","2024",0.2,92,375,337,38,77,12,0,8,35,0,0,27,65,0.228,0.301,0.335,0.637,82,0.297,89,113,7,9,0,2,0,"3/H",0,0.2,92,375,337,38,77,12,0,8,35,0,0,27,65,0.228,0.301,0.335,0.637,82,0.297,89,113,7,9,0,2,0,0,"1B",35,2,40000000,20000000,11.168,164
"Anthony Swarzak","2TM","2017",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",31.9,1,900000,900000,1,166
"Anthony Swarzak","NYM","2018",0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",32.9,2,14000000,7000000,2,167
"Anthony Swarzak","ATL","2019",0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",33.9,2,14000000,7000000,3,167
"Anthony Swarzak","ATL","2019",0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",33.9,2,17447994.1947715,8723997.09738575,4,168
"Aramis Garcia","PHI","2024",-0.1,3,7,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,-131,0,1,0,0,0,0,"/2",0,-0.1,3,7,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,-131,0,1,0,0,0,0,1,"C",31,1,761001.808873827,761001.808873827,0,170
"Aramis Garcia","ARI","2025",-0.1,2,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,-126,0,0,0,0,0,0,"/2",0,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,-126,0,0,0,0,0,0,1,"C",32,1,760000,760000,1,171
"Archie Bradley","PHI","2021",0,49,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-125,0,0,0,0,0,0,"1",0,0,49,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-125,0,0,0,0,0,0,1,"RP",29,1,6000000,6000000,5.112,172
"Aroldis Chapman","NYY","2017",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP/SU8",29.4,5,86000000,17200000,0,174
"Aroldis Chapman","NYY","2018",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP/SU8",30.4,5,86000000,17200000,1,174
"Aroldis Chapman","NYY","2019",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP/SU8",31.4,5,86000000,17200000,2,174
"Aroldis Chapman","NYY","2021",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP/SU8",33.4,5,86000000,17200000,4,174
"Aroldis Chapman","NYY","2021",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP",33.4,3,56791502.407531,18930500.8025103,5,175
