"player","team","year","war","g","pa","ab","r","h","x2b","x3b","hr","rbi","sb","cs","bb","so","ba","obp","slg","ops","ops_plus","r_oba","rbat","tb","gidp","hbp","sh","sf","ibb","pos","awards","war_to_2","g_to_2","pa_to_2","ab_to_2","r_to_2","h_to_2","x2b_to_2","x3b_to_2","hr_to_2","rbi_to_2","sb_to_2","cs_to_2","bb_to_2","so_to_2","ba_to_2","obp_to_2","slg_to_2","ops_to_2","ops_plus_to_2","r_oba_to_2","rbat_to_2","tb_to_2","gidp_to_2","hbp_to_2","sh_to_2","sf_to_2","ibb_to_2","dummy_team_change","position","age","years_contract","contract_value","average_annual_contract_value","years_experience","id_contract"
"Paul Dejong","2TM","2024",0.9,139,482,445,54,101,17,0,24,56,2,2,23,156,0.227,0.276,0.427,0.703,97,0.304,95,190,9,9,0,5,0,"65H/D",0,0.9,139,482,445,54,101,17,0,24,56,2,2,23,156,0.227,0.276,0.427,0.703,97,0.304,95,190,9,9,0,5,0,1,"SS",30,1,1750000,1750000,0,1836
"Paul Dejong","WSN","2025",-0.1,57,208,193,18,44,10,0,6,23,4,0,11,70,0.228,0.269,0.373,0.642,81,0.283,75,72,3,1,0,3,0,"546/D3H",0,-0.1,57,208,193,18,44,10,0,6,23,4,0,11,70,0.228,0.269,0.373,0.642,81,0.283,75,72,3,1,0,3,0,1,"SS",31,1,1000000,1000000,1,1837
"Paul Sewald","SEA","2021",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP/CL",31.2,1,674990.669239509,674990.669239509,0,1838
"Paul Sewald","2TM","2023",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP/CL",33.2,1,4361317.9800312,4361317.9800312,1,1839
"Paul Sewald","ARI","2024",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP",34.2,1,7558599.04759815,7558599.04759815,2,1840
"Pedro Alvarez","BAL","2016",0.9,109,376,337,43,84,20,0,22,49,1,0,37,97,0.249,0.322,0.504,0.826,117,0.35,114,170,6,0,0,2,1,"DH5",0,0.9,109,376,337,43,84,20,0,22,49,1,0,37,97,0.249,0.322,0.504,0.826,117,0.35,114,170,6,0,0,2,1,1,"1B",29.5,1,5750000,5750000,5.085,1842
"Pedro Alvarez","BAL","2017",0.1,14,34,32,4,10,1,0,1,4,0,0,2,10,0.313,0.353,0.438,0.79,113,0.368,131,14,0,0,0,0,0,"/DH3",0,0.1,14,34,32,4,10,1,0,1,4,0,0,2,10,0.313,0.353,0.438,0.79,113,0.368,131,14,0,0,0,0,0,0,"1B",30.5,1,2000000,2000000,6.085,1843
"Pedro Alvarez","BAL","2018",-0.1,45,127,111,18,20,2,0,8,18,0,0,16,36,0.18,0.283,0.414,0.698,90,0.309,91,46,2,0,0,0,0,"DH/53",0,-0.1,45,127,111,18,20,2,0,8,18,0,0,16,36,0.18,0.283,0.414,0.698,90,0.309,91,46,2,0,0,0,0,0,"1B",31.5,1,1000000,1000000,6.116,1844
"Pete Kozma","DET","2018",0.3,27,73,69,7,15,4,1,1,8,0,1,2,15,0.217,0.236,0.348,0.584,56,0.277,68,24,2,0,1,1,0,"6/54HD",0,0.3,27,73,69,7,15,4,1,1,8,0,1,2,15,0.217,0.236,0.348,0.584,56,0.277,68,24,2,0,1,1,0,1,"SS/2B",30.3,1,694114.573020403,694114.573020403,3.049,1845
"Pete Kozma","OAK","2021",0.2,3,12,11,0,1,0,0,0,0,0,0,1,4,0.091,0.167,0.091,0.258,-24,0.207,25,1,0,0,0,0,0,"/6",0,0.2,3,12,11,0,1,0,0,0,0,0,0,1,4,0.091,0.167,0.091,0.258,-24,0.207,25,1,0,0,0,0,0,1,"SS/2B",33.3,1,674990.669239509,674990.669239509,3.094,1846
"Peter Moylan","LAD","2013",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",34.7,1,687482.955954937,687482.955954937,0,1847
"Peter Moylan","ATL","2015",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",36.7,1,687225.311355765,687225.311355765,1,1848
"Peter Moylan","KCR","2016",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",37.7,1,672362.379948466,672362.379948466,2,1849
"Peter Moylan","KCR","2017",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP",38.7,1,1000000,1000000,3,1850
"Peter Moylan","ATL","2018",0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",39.7,1,575000,575000,4,1851
"Phil Maton","STL","2025",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",31,1,2000000,2000000,1,1853
"Quintin Berry","CHC","2015",0,8,1,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,-100,0.014,-127,0,0,0,0,0,0,"/H789",0,0,8,1,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,-100,0.014,-127,0,0,0,0,0,0,1,"LF",30.8,1,687225.311355765,687225.311355765,0,1857
"Quintin Berry","MIL","2017",-0.1,7,3,3,0,0,0,0,0,0,2,1,0,2,0,0,0,0,-100,-0.009,-143,0,0,0,0,0,0,"/H78",0,-0.1,7,3,3,0,0,0,0,0,0,2,1,0,2,0,0,0,0,-100,-0.009,-143,0,0,0,0,0,0,1,"LF",32.8,1,695958.90057858,695958.90057858,1,1858
"Rafael Furcal","STL","2012",1.3,121,531,477,69,126,18,3,5,49,12,4,44,57,0.264,0.325,0.346,0.671,85,0.309,84,165,7,1,5,4,1,"6/H",1,1.3,121,531,477,69,126,18,3,5,49,12,4,44,57,0.264,0.325,0.346,0.671,85,0.309,84,165,7,1,5,4,1,0,"SS/2B",34.8,2,14000000,7000000,2,1862
"Rafael Furcal","MIA","2014",-0.1,9,37,35,4,6,0,1,0,2,0,0,2,7,0.171,0.216,0.229,0.445,25,0.229,29,8,1,0,0,0,0,"/4H",0,-0.1,9,37,35,4,6,0,1,0,2,0,0,2,7,0.171,0.216,0.229,0.445,25,0.229,29,8,1,0,0,0,0,1,"SS/2B",36.8,1,3500000,3500000,4,1863
"Rafael Montero","TEX","2019",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP/SU8",28.8,1,691688.341292727,691688.341292727,0,1864
"Rafael Montero","2TM","2021",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"RP",30.8,1,2662101.67535301,2662101.67535301,1,1865
"Rafael Montero","HOU","2023",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RP/SU8",32.8,3,34500000,11500000,3,1867
"Rafael Ortega","NYM","2023",0.2,47,136,114,16,25,3,0,1,8,6,1,20,33,0.219,0.341,0.272,0.613,74,0.303,83,31,0,1,1,0,0,"87/H9D",0,0.2,47,136,114,16,25,3,0,1,8,6,1,20,33,0.219,0.341,0.272,0.613,74,0.303,83,31,0,1,1,0,0,1,"DH/CF",32.2,1,765889.986737186,765889.986737186,0,1868
"Rafael Ortega","CHW","2024",-0.2,14,17,14,4,1,0,0,0,1,2,0,2,4,0.071,0.176,0.071,0.248,-25,0.21,7,1,1,0,0,1,0,"8/H9D",0,-0.2,14,17,14,4,1,0,0,0,1,2,0,2,4,0.071,0.176,0.071,0.248,-25,0.21,7,1,1,0,0,1,0,1,"DH",33.2,1,761001.808873827,761001.808873827,1,1869
"Rajai Davis","DET","2014",1.6,134,494,461,64,130,27,2,8,51,36,11,22,75,0.282,0.32,0.401,0.721,103,0.335,104,185,7,5,3,3,0,"78H/D",0,1.6,134,494,461,64,130,27,2,8,51,36,11,22,75,0.282,0.32,0.401,0.721,103,0.335,104,185,7,5,3,3,0,1,"CF",33.8,2,10000000,5000000,2.043,1870
"Rajai Davis","DET","2015",1.5,112,370,341,55,88,16,11,8,30,18,8,22,76,0.258,0.306,0.44,0.746,103,0.33,104,150,5,3,1,3,0,"87H9/D",0,1.5,112,370,341,55,88,16,11,8,30,18,8,22,76,0.258,0.306,0.44,0.746,103,0.33,104,150,5,3,1,3,0,1,"CF",34.8,2,10000000,5000000,3.043,1870
"Rajai Davis","CLE","2016",0.9,134,495,454,74,113,23,2,12,48,43,6,33,106,0.249,0.306,0.388,0.693,80,0.326,80,176,9,5,1,2,0,"87H/9D",0,0.9,134,495,454,74,113,23,2,12,48,43,6,33,106,0.249,0.306,0.388,0.693,80,0.326,80,176,9,5,1,2,0,1,"CF",35.8,1,5250000,5250000,4.043,1871
"Rajai Davis","2TM","2017",0.3,117,366,336,56,79,19,2,5,20,29,7,27,83,0.235,0.293,0.348,0.641,74,0.293,71,117,12,1,1,1,1,"87H/9D",0,0.3,117,366,336,56,79,19,2,5,20,29,7,27,83,0.235,0.293,0.348,0.641,74,0.293,71,117,12,1,1,1,1,1,"CF",36.8,1,6000000,6000000,5.043,1872
"Rajai Davis","CLE","2018",-0.4,101,216,196,33,44,6,1,1,6,21,7,11,48,0.224,0.278,0.281,0.559,53,0.269,51,55,2,4,4,1,0,"8H7D/9",0,-0.4,101,216,196,33,44,6,1,1,6,21,7,11,48,0.224,0.278,0.281,0.559,53,0.269,51,55,2,4,4,1,0,1,"CF",37.8,1,1750000,1750000,6.043,1873
"Rajai Davis","NYM","2019",-0.1,29,26,25,4,5,2,0,1,8,0,1,1,5,0.2,0.231,0.4,0.631,65,0.279,81,10,0,0,0,0,0,"H7/9",0,-0.1,29,26,25,4,5,2,0,1,8,0,1,1,5,0.2,0.231,0.4,0.631,65,0.279,81,10,0,0,0,0,0,1,"CF",38.8,1,691688.341292727,691688.341292727,7.043,1874
"Ramon Santiago","DET","2012",-0.8,93,259,228,19,47,7,1,2,17,1,0,20,39,0.206,0.283,0.272,0.555,51,0.253,40,62,7,5,5,1,1,"46H/5D",0,-0.8,93,259,228,19,47,7,1,2,17,1,0,20,39,0.206,0.283,0.272,0.555,51,0.253,40,62,7,5,5,1,1,0,"2B/SS",32.9,2,4000000,2000000,0,1875
"Ramon Santiago","DET","2013",0.6,80,234,205,27,46,8,1,1,14,0,1,21,32,0.224,0.298,0.288,0.586,61,0.284,67,59,2,1,6,1,0,"456/H",0,0.6,80,234,205,27,46,8,1,1,14,0,1,21,32,0.224,0.298,0.288,0.586,61,0.284,67,59,2,1,6,1,0,0,"2B/SS",33.9,2,4000000,2000000,1,1875
"Ramon Santiago","CIN","2014",0.6,75,214,179,20,44,8,0,2,17,2,1,24,38,0.246,0.343,0.324,0.667,89,0.316,94,58,1,3,7,1,0,"546H/7",0,0.6,75,214,179,20,44,8,0,2,17,2,1,24,38,0.246,0.343,0.324,0.667,89,0.316,94,58,1,3,7,1,0,1,"2B/SS",34.9,1,1100000,1100000,2,1876
"Randal Grichuk","ARI","2024",2.2,106,279,254,40,74,20,2,12,46,0,0,20,46,0.291,0.348,0.528,0.875,139,0.377,141,134,5,3,0,2,0,"9DH7",0,2.2,106,279,254,40,74,20,2,12,46,0,0,20,46,0.291,0.348,0.528,0.875,139,0.377,141,134,5,3,0,2,0,1,"RF",32,1,2000000,2000000,0,1878
"Randal Grichuk","2TM","2025",-0.8,113,293,272,35,62,18,1,9,27,0,1,17,61,0.228,0.273,0.401,0.674,85,0.293,82,109,6,1,0,3,1,"HD97/8",0,-0.8,113,293,272,35,62,18,1,9,27,0,1,17,61,0.228,0.273,0.401,0.674,85,0.293,82,109,6,1,0,3,1,0,"RF",33,1,5000000,5000000,1,1879
"Rangel Ravelo","STL","2019",-0.2,29,43,39,4,8,2,0,2,7,0,0,3,12,0.205,0.256,0.41,0.666,72,0.278,63,16,1,0,0,1,0,"H/3",0,-0.2,29,43,39,4,8,2,0,2,7,0,0,3,12,0.205,0.256,0.41,0.666,72,0.278,63,16,1,0,0,1,0,1,"1B",26,1,691688.341292727,691688.341292727,0,1880
"Rangel Ravelo","STL","2020",-0.2,13,41,35,5,6,1,0,1,6,0,0,4,6,0.171,0.244,0.286,0.53,47,0.232,39,10,0,0,0,2,0,"/D93H7",0,-0.2,13,41,35,5,6,1,0,1,6,0,0,4,6,0.171,0.244,0.286,0.53,47,0.232,39,10,0,0,0,2,0,0,"1B",27,1,693586.967160142,693586.967160142,1,1881
"Reed Johnson","2TM","2012",0.3,119,288,269,30,78,14,3,3,20,2,2,13,61,0.29,0.337,0.398,0.735,98,0.328,98,107,4,6,0,0,1,"H789",0,0.3,119,288,269,30,78,14,3,3,20,2,2,13,61,0.29,0.337,0.398,0.735,98,0.328,98,107,4,6,0,0,1,0,NA,35.7,1,1150000,1150000,0,1882
"Reed Johnson","ATL","2013",0,74,136,123,13,30,7,1,1,11,0,0,6,32,0.244,0.311,0.341,0.653,81,0.299,79,42,3,6,1,0,0,"H987",0,0,74,136,123,13,30,7,1,1,11,0,0,6,32,0.244,0.311,0.341,0.653,81,0.299,79,42,3,6,1,0,0,0,NA,36.7,1,1750000,1750000,1,1883
"Reed Johnson","MIA","2014",-0.4,113,201,187,24,44,15,0,2,25,0,1,1,37,0.235,0.266,0.348,0.614,71,0.279,68,65,4,8,2,3,0,"H79/D8",0,-0.4,113,201,187,24,44,15,0,2,25,0,1,1,37,0.235,0.266,0.348,0.614,71,0.279,68,65,4,8,2,3,0,1,NA,37.7,1,1000000,1000000,2,1884
"Rich Hill","CLE","2013",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"SP",33.4,1,1000000,1000000,0,1889
"Rich Hill","LAD","2016",-0.1,6,12,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,-100,0,-138,0,0,0,0,0,0,"/1",0,-0.1,6,12,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,-100,0,-138,0,0,0,0,0,0,1,"SP",36.4,1,6000000,6000000,3,1892
"Rich Hill","LAD","2017",-0.2,23,49,45,1,5,1,0,0,4,0,0,0,18,0.111,0.146,0.133,0.279,-25,0.127,-50,6,0,2,1,1,0,"1",0,-0.2,23,49,45,1,5,1,0,0,4,0,0,0,18,0.111,0.146,0.133,0.279,-25,0.127,-50,6,0,2,1,1,0,0,"SP",37.4,3,48000000,16000000,4,1893
"Rich Hill","LAD","2018",-0.2,23,45,43,2,4,0,0,0,2,0,0,0,15,0.093,0.093,0.093,0.186,-49,0.081,-88,4,1,0,2,0,0,"1",0,-0.2,23,45,43,2,4,0,0,0,2,0,0,0,15,0.093,0.093,0.093,0.186,-49,0.081,-88,4,1,0,2,0,0,0,"SP",38.4,3,48000000,16000000,5,1893
"Rich Hill","LAD","2018",-0.2,23,45,43,2,4,0,0,0,2,0,0,0,15,0.093,0.093,0.093,0.186,-49,0.081,-88,4,1,0,2,0,0,"1",0,-0.2,23,45,43,2,4,0,0,0,2,0,0,0,15,0.093,0.093,0.093,0.186,-49,0.081,-88,4,1,0,2,0,0,0,"SP",38.4,3,61133026.614641,20377675.5382137,7,1894
"Rich Hill","LAD","2019",0.1,11,20,18,0,3,1,0,0,1,0,0,1,9,0.167,0.211,0.222,0.433,15,0.194,-3,4,0,0,1,0,0,"1",0,0.1,11,20,18,0,3,1,0,0,1,0,0,1,9,0.167,0.211,0.222,0.433,15,0.194,-3,4,0,0,1,0,0,0,"SP",39.4,3,48000000,16000000,6,1893
"Rich Hill","LAD","2019",0.1,11,20,18,0,3,1,0,0,1,0,0,1,9,0.167,0.211,0.222,0.433,15,0.194,-3,4,0,0,1,0,0,"1",0,0.1,11,20,18,0,3,1,0,0,1,0,0,1,9,0.167,0.211,0.222,0.433,15,0.194,-3,4,0,0,1,0,0,0,"SP",39.4,3,61133026.614641,20377675.5382137,8,1894
"Rich Hill","LAD","2019",0.1,11,20,18,0,3,1,0,0,1,0,0,1,9,0.167,0.211,0.222,0.433,15,0.194,-3,4,0,0,1,0,0,"1",0,0.1,11,20,18,0,3,1,0,0,1,0,0,1,9,0.167,0.211,0.222,0.433,15,0.194,-3,4,0,0,1,0,0,0,"SP",39.4,3,59821694.3820737,19940564.7940246,10,1895
"Rich Hill","2TM","2021",-0.1,16,26,24,0,3,0,0,0,0,0,0,0,10,0.125,0.125,0.125,0.25,-30,0.1,-71,3,2,0,2,0,0,"1",0,-0.1,16,26,24,0,3,0,0,0,0,0,0,0,10,0.125,0.125,0.125,0.25,-30,0.1,-71,3,2,0,2,0,0,0,"SP",41.4,3,59821694.3820737,19940564.7940246,12,1895
"Rich Hill","2TM","2021",-0.1,16,26,24,0,3,0,0,0,0,0,0,0,10,0.125,0.125,0.125,0.25,-30,0.1,-71,3,2,0,2,0,0,"1",0,-0.1,16,26,24,0,3,0,0,0,0,0,0,0,10,0.125,0.125,0.125,0.25,-30,0.1,-71,3,2,0,2,0,0,1,"SP",41.4,1,2500000,2500000,14,1897
"Rick Ankiel","WSN","2012",-0.5,68,171,158,15,36,10,2,5,15,1,3,12,59,0.228,0.282,0.411,0.694,85,0.294,77,65,3,0,1,0,3,"8H",0,-0.5,68,171,158,15,36,10,2,5,15,1,3,12,59,0.228,0.282,0.411,0.694,85,0.294,77,65,3,0,1,0,3,0,"CF",33,1,1250000,1250000,0,1904
"Rick Ankiel","2TM","2013",-0.3,45,136,128,13,24,7,1,7,18,0,1,8,60,0.188,0.235,0.422,0.657,81,0.287,78,54,1,0,0,0,0,"98/H",0,-0.3,45,136,128,13,24,7,1,7,18,0,1,8,60,0.188,0.235,0.422,0.657,81,0.287,78,54,1,0,0,0,0,1,"CF",34,1,750000,750000,1,1905
"Rickie Weeks","SEA","2015",-0.8,37,95,84,7,14,1,0,2,9,0,0,9,25,0.167,0.263,0.25,0.513,46,0.247,48,21,3,2,0,0,0,"7HD",0,-0.8,37,95,84,7,14,1,0,2,9,0,0,9,25,0.167,0.263,0.25,0.513,46,0.247,48,21,3,2,0,0,0,1,"1B",32.9,1,2000000,2000000,2.036,1906
"Rickie Weeks","ARI","2016",-0.2,108,205,180,29,43,9,1,9,27,5,0,20,54,0.239,0.327,0.45,0.777,99,0.355,105,81,8,4,0,1,0,"H7/D9",0,-0.2,108,205,180,29,43,9,1,9,27,5,0,20,54,0.239,0.327,0.45,0.777,99,0.355,105,81,8,4,0,1,0,1,"1B",33.9,1,1500000,1500000,3.036,1907
"Rickie Weeks","TBR","2017",0.1,37,112,97,13,21,6,0,2,8,1,0,12,49,0.216,0.321,0.34,0.662,81,0.316,92,33,0,3,0,0,0,"D3H",0,0.1,37,112,97,13,21,6,0,2,8,1,0,12,49,0.216,0.321,0.34,0.662,81,0.316,92,33,0,3,0,0,0,1,"1B",34.9,1,1500000,1500000,4.036,1908
"Ricky Nolasco","MIN","2014",0,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-143,0,0,0,0,0,0,"1",0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,-143,0,0,0,0,0,0,1,"SP/SP1",31.7,4,49000000,12250000,0.142,1909
"Ricky Nolasco","MIN","2015",0,1,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,-142,0,0,0,0,0,0,"/1",0,0,1,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,-142,0,0,0,0,0,0,1,"SP/SP1",32.7,4,49000000,12250000,1.142,1909
"Ricky Nolasco","2TM","2016",0.1,2,5,3,0,0,0,0,0,0,0,0,2,1,0,0.4,0,0.4,25,0.277,66,0,0,0,0,0,0,"1",0,0.1,2,5,3,0,0,0,0,0,0,0,0,2,1,0,0.4,0,0.4,25,0.277,66,0,0,0,0,0,0,1,"SP/SP1",33.7,4,49000000,12250000,2.142,1909
"Ricky Nolasco","LAA","2017",0,3,7,5,0,0,0,0,0,0,0,0,2,2,0,0.286,0,0.286,-11,0.199,10,0,0,0,0,0,0,"1",0,0,3,7,5,0,0,0,0,0,0,0,0,2,2,0,0.286,0,0.286,-11,0.199,10,0,0,0,0,0,0,1,"SP/SP1",34.7,4,49000000,12250000,3.142,1909
"Rob Brantly","CHW","2017",0.3,13,36,31,4,9,1,0,2,5,0,0,3,14,0.29,0.389,0.516,0.905,143,0.39,146,16,0,2,0,0,0,"/2DH1",0,0.3,13,36,31,4,9,1,0,2,5,0,0,3,14,0.29,0.389,0.516,0.905,143,0.39,146,16,0,2,0,0,0,0,"C",28.1,1,695958.90057858,695958.90057858,0,1911
"Rob Brantly","NYY","2021",-0.2,6,21,20,0,3,1,0,0,0,0,0,0,4,0.15,0.19,0.2,0.39,8,0.178,-1,4,0,1,0,0,0,"/23H",0,-0.2,6,21,20,0,3,1,0,0,0,0,0,0,4,0.15,0.19,0.2,0.39,8,0.178,-1,4,0,1,0,0,0,1,"C",32.1,1,674990.669239509,674990.669239509,1,1912
"Rob Brantly","TBR","2024",0,3,9,9,0,1,0,0,0,0,0,0,0,2,0.111,0.111,0.111,0.222,-36,0.099,-51,1,0,0,0,0,0,"/2",0,0,3,9,9,0,1,0,0,0,0,0,0,0,2,0.111,0.111,0.111,0.222,-36,0.099,-51,1,0,0,0,0,0,1,"C",35.1,1,761001.808873827,761001.808873827,2,1913
"Rob Brantly","MIA","2025",0,3,7,7,0,3,0,0,0,1,0,0,0,1,0.429,0.429,0.429,0.857,142,0.372,136,3,0,0,0,0,0,"/2",0,0,3,7,7,0,3,0,0,0,1,0,0,0,1,0.429,0.429,0.429,0.857,142,0.372,136,3,0,0,0,0,0,1,"C",36.1,1,760000,760000,3,1914
"Robbie Grossman","MIN","2016",0.3,99,389,332,49,93,19,1,11,37,2,3,55,96,0.28,0.386,0.443,0.828,124,0.367,131,147,3,2,0,0,0,"7D/H8",0,0.3,99,389,332,49,93,19,1,11,37,2,3,55,96,0.28,0.386,0.443,0.828,124,0.367,131,147,3,2,0,0,0,1,"RF",26.9,1,672362.379948466,672362.379948466,0,1918
"Robbie Grossman","MIN","2018",1.6,129,465,396,50,108,27,1,5,48,0,1,60,83,0.273,0.367,0.384,0.751,106,0.347,116,152,2,2,2,5,0,"9D7H",0,1.6,129,465,396,50,108,27,1,5,48,0,1,60,83,0.273,0.367,0.384,0.751,106,0.347,116,152,2,2,2,5,0,1,"DH",28.9,1,2547209.44227671,2547209.44227671,1,1919
"Robbie Grossman","OAK","2019",1,138,482,420,57,101,21,3,6,38,9,4,59,86,0.24,0.334,0.348,0.682,87,0.306,90,146,7,1,0,2,2,"7H9/8",0,1,138,482,420,57,101,21,3,6,38,9,4,59,86,0.24,0.334,0.348,0.682,87,0.306,90,146,7,1,0,2,2,1,"RF",29.9,1,2000000,2000000,2,1920
"Robbie Grossman","OAK","2020",1.2,51,192,166,23,40,12,2,8,23,8,1,21,38,0.241,0.344,0.482,0.826,128,0.368,130,80,1,5,0,0,2,"7/H8D9",0,1.2,51,192,166,23,40,12,2,8,23,8,1,21,38,0.241,0.344,0.482,0.826,128,0.368,130,80,1,5,0,0,2,0,"OF",30.9,1,4564684.54535606,4564684.54535606,3,1921
"Robbie Grossman","DET","2021",2.9,156,671,557,88,133,23,3,23,67,20,5,98,155,0.239,0.357,0.415,0.772,115,0.348,120,231,8,8,2,6,3,"79/DH",0,2.9,156,671,557,88,133,23,3,23,67,20,5,98,155,0.239,0.357,0.415,0.772,115,0.348,120,231,8,8,2,6,3,1,"RF",31.9,2,10000000,5000000,4,1922
"Robbie Grossman","2TM","2022",0.6,129,477,411,40,86,19,1,7,45,6,2,56,129,0.209,0.31,0.311,0.622,78,0.292,82,128,3,6,0,4,0,"79H/D",0,0.6,129,477,411,40,86,19,1,7,45,6,2,56,129,0.209,0.31,0.311,0.622,78,0.292,82,128,3,6,0,4,0,1,"RF",32.9,2,10000000,5000000,5,1922
"Robbie Grossman","2TM","2022",0.6,129,477,411,40,86,19,1,7,45,6,2,56,129,0.209,0.31,0.311,0.622,78,0.292,82,128,3,6,0,4,0,"79H/D",0,0.6,129,477,411,40,86,19,1,7,45,6,2,56,129,0.209,0.31,0.311,0.622,78,0.292,82,128,3,6,0,4,0,1,"LF",32.9,2,11146048.1741855,5573024.08709273,6,1923
"Robbie Grossman","TEX","2023",0.1,115,420,353,56,84,23,1,10,49,1,0,57,98,0.238,0.34,0.394,0.734,103,0.327,105,139,8,2,0,8,0,"7D9H",0,0.1,115,420,353,56,84,23,1,10,49,1,0,57,98,0.238,0.34,0.394,0.734,103,0.327,105,139,8,2,0,8,0,1,"LF",33.9,2,11146048.1741855,5573024.08709273,7,1923
"Robbie Grossman","TEX","2023",0.1,115,420,353,56,84,23,1,10,49,1,0,57,98,0.238,0.34,0.394,0.734,103,0.327,105,139,8,2,0,8,0,"7D9H",0,0.1,115,420,353,56,84,23,1,10,49,1,0,57,98,0.238,0.34,0.394,0.734,103,0.327,105,139,8,2,0,8,0,1,"RF",33.9,1,2000000,2000000,8,1924
"Robbie Grossman","3TM","2024",-0.2,87,245,208,21,44,8,0,3,16,3,0,34,58,0.212,0.322,0.293,0.616,81,0.291,86,61,8,1,0,2,0,"DH79",0,-0.2,87,245,208,21,44,8,0,3,16,3,0,34,58,0.212,0.322,0.293,0.616,81,0.291,86,61,8,1,0,2,0,1,"RF",34.9,1,1542571.2342037,1542571.2342037,9,1925
"Robbie Ray","TOR","2021",-0.1,2,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-188,0,0,0,1,0,0,"1",3,-0.1,2,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,-188,0,0,0,1,0,0,0,"SP/SP1",29.8,1,8000000,8000000,6.007,1926
"Roberto Hernandez","TBR","2013",-0.1,2,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,-136,0,0,0,0,0,0,"1",0,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,-136,0,0,0,0,0,0,1,NA,32.9,1,3250000,3250000,0,1928
