"player","position","year","team","team_whole_name","age","years_experience","id_contract","contract_value","average_annual_contract_value","dummy_team_change","years_contract","initial_contract_year","reference_end_contract_year","awards","MVP_price","CYA_price","SS_price","team_g","team_w","team_l","team_divs","team_playoffs","team_games_over_500","team_pnnts","team_ws","team_hof","team_r","team_ab","team_h","team_hr","team_ra","team_w_l_percent","team_ba","team_era","war","war_to_2","g","pa","ab","r","h","x2b","x3b","hr","rbi","sb","cs","bb","so","gidp","hbp","sh","sf","ibb","ba","obp","slg","ops","ops_plus","r_oba","rbat","tb","pos","leader","g_to_2","pa_to_2","ab_to_2","r_to_2","h_to_2","x2b_to_2","x3b_to_2","hr_to_2","rbi_to_2","sb_to_2","cs_to_2","bb_to_2","so_to_2","gidp_to_2","hbp_to_2","sh_to_2","sf_to_2","ibb_to_2","ba_to_2","obp_to_2","slg_to_2","ops_to_2","ops_plus_to_2","r_oba_to_2","rbat_to_2","tb_to_2","leader_to_2"
"Todd Frazier","NH","2019","NYM","New York Mets",33.5,7.071,2121,17000000,8500000,1,2,"2018","2019",0,0,0,0,162,86,76,0,0,10,0,0,0,791,5624,1445,242,737,0.481,0.25,3.79,2.3,5.29,133,499,447,63,112,19,2,21,67,1,2,40,106,9,12,0,0,1,0.251,0.329,0.443,0.772,105,0.335,109,198,"5H/3D",0,17689,249001,199809,3969,12544,361,4,441,4489,1,4,1600,11236,81,144,0,0,1,0.063001,0.108241,0.196249,0.595984,11025,0.112225,11881,39204,0
"Todd Frazier","NH","2020","TEX","Texas Rangers",34.5,8.071,2122,5000000,5000000,1,1,"2020","2020",0,0,0,0,60,22,38,0,0,-16,0,0,0,224,1936,420,62,312,0.477,0.259,4.28,0.2,0.04,45,172,157,16,37,9,1,4,12,1,1,11,42,1,4,0,0,0,0.236,0.302,0.382,0.684,88,0.303,87,60,"53/1H",0,2025,29584,24649,256,1369,81,1,16,144,1,1,121,1764,1,16,0,0,0,0.055696,0.091204,0.145924,0.467856,7744,0.091809,7569,3600,0
"Todd Frazier","NH","2021","PIT","Pittsburgh Pirates",35.5,9.071,2123,1500000,1500000,1,1,"2021","2021",0,0,0,0,162,61,101,0,0,-40,0,0,0,609,5336,1261,124,833,0.502,0.264,3.74,-0.4,0.16,13,40,35,3,3,1,0,0,4,0,0,3,6,1,2,0,0,0,0.086,0.2,0.114,0.314,-11,0.21,16,4,"/3H5D",0,169,1600,1225,9,9,1,0,0,16,0,0,9,36,1,4,0,0,0,0.007396,0.04,0.012996,0.098596,121,0.0441,256,16,0
"Tom Gorzelanny","NH","2013","MIL","Milwaukee Brewers",31.1,0,2124,5700000,2850000,1,2,"2013","2014",0,0,0,0,162,74,88,0,0,-14,0,0,0,640,5474,1381,157,687,0.478,0.259,4.2,-0.2,0.04,40,18,17,0,1,0,0,0,0,0,0,0,9,0,0,1,0,0,0.059,0.059,0.059,0.118,-67,0.053,-120,1,"1",0,1600,324,289,0,1,0,0,0,0,0,0,0,81,0,0,1,0,0,0.003481,0.003481,0.003481,0.013924,4489,0.002809,14400,1,0
"Tom Gorzelanny","NH","2014","MIL","Milwaukee Brewers",32.1,1,2124,5700000,2850000,1,2,"2013","2014",0,0,0,0,162,82,80,0,0,2,0,0,0,650,5462,1366,150,657,0.478,0.259,4.19,0,0,23,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-100,0,-150,0,"1",0,529,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10000,0,22500,0,0
"Tom Gorzelanny","NH","2015","DET","Detroit Tigers",33.1,2,2125,1000000,1000000,1,1,"2015","2015",0,0,0,0,161,74,87,0,0,-13,0,0,0,689,5605,1515,151,803,0.508,0.266,3.96,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tommy Hunter","NH","2016","CLE","Cleveland Guardians",30.1,0,2128,2000000,2000000,1,1,"2016","2016",0,0,0,0,161,94,67,1,1,27,1,0,0,777,5484,1435,185,676,0.51,0.266,3.84,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tommy Hunter","NH","2017","TB","Tampa Bay Rays",31.1,1,2129,1400000,1400000,1,1,"2017","2017",0,0,0,0,162,80,82,0,0,-2,0,0,0,694,5478,1340,228,704,0.463,0.256,4.4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tommy Hunter","NH","2018","PHI","Philadelphia Phillies",32.1,2,2130,18000000,9000000,1,2,"2018","2019",0,0,0,0,162,80,82,0,0,-2,0,0,1,677,5424,1270,186,728,0.472,0.261,3.98,0,0,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-145,0,"1",0,3600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,21025,0,0
"Tommy Hunter","NH","2019","PHI","Philadelphia Phillies",33.1,3,2130,18000000,9000000,1,2,"2018","2019",0,0,0,0,162,81,81,0,0,0,0,0,1,774,5571,1369,215,794,0.472,0.261,3.98,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"/1",0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tommy Hunter","NH","2019","PHI","Philadelphia Phillies",33.1,4,2131,22433135.3932776,11216567.6966388,0,2,"2019","2020",0,0,0,0,162,81,81,0,0,0,0,0,1,774,5571,1369,215,794,0.472,0.261,3.98,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"/1",0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tommy Hunter","NH","2021","NYM","New York Mets",35.1,7,2133,2662101.67535301,2662101.67535301,1,1,"2021","2021",0,0,0,0,162,77,85,0,0,-8,0,0,0,636,5210,1243,176,668,0.48,0.25,3.8,0.1,0.01,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,454,0.899,500,1,"/1",0,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,206116,0.808201,250000,1,0
"Tommy Hunter","NH","2022","NYM","New York Mets",36.1,8,2134,780223.372192982,780223.372192982,1,1,"2022","2022",0,0,0,0,162,101,61,0,1,40,0,0,1,772,5489,1422,171,606,0.483,0.25,3.79,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tommy Hunter","NH","2023","NYM","New York Mets",37.1,9,2135,1750000,1750000,0,1,"2023","2023",0,0,0,0,162,75,87,0,0,-12,0,0,0,717,5363,1276,215,729,0.482,0.25,3.8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tommy Kahnle","NH","2025","DET","Detroit Tigers",36,4,2138,7750000,7750000,1,1,"2025","2025",0,0,0,0,162,87,75,0,1,12,0,0,0,758,5456,1346,198,691,0.503,0.264,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tommy La Stella","NH","2021","SF","San Francisco Giants",32.5,6.057,2139,18750000,6250000,1,3,"2021","2023",0,0,0,0,162,107,55,1,1,52,0,0,0,804,5462,1360,241,594,0.536,0.264,3.57,0.3,0.09,76,242,220,26,55,11,1,7,27,0,0,18,26,4,1,0,1,1,0.25,0.308,0.405,0.713,92,0.317,93,89,"4H/5D",0,5776,58564,48400,676,3025,121,1,49,729,0,0,324,676,16,1,0,1,1,0.0625,0.094864,0.164025,0.508369,8464,0.100489,8649,7921,0
"Tommy La Stella","NH","2022","SF","San Francisco Giants",33.5,7.057,2139,18750000,6250000,1,3,"2021","2023",0,0,0,0,162,81,81,0,0,0,0,0,0,716,5392,1261,183,697,0.536,0.263,3.58,-0.7,0.49,60,195,180,17,43,14,0,2,14,0,0,11,30,4,1,0,3,0,0.239,0.282,0.35,0.632,79,0.278,74,63,"DH/534",0,3600,38025,32400,289,1849,196,0,4,196,0,0,121,900,16,1,0,9,0,0.057121,0.079524,0.1225,0.399424,6241,0.077284,5476,3969,0
"Tommy La Stella","NH","2023","SEA","Seattle Mariners",34.5,8.057,2139,18750000,6250000,1,3,"2021","2023",0,0,0,0,162,88,74,0,0,14,0,0,0,758,5500,1332,210,659,0.476,0.258,4.31,-0.1,0.01,12,24,21,2,4,1,0,0,2,0,0,3,5,0,0,0,0,0,0.19,0.292,0.238,0.53,54,0.245,55,5,"/DH",0,144,576,441,4,16,1,0,0,4,0,0,9,25,0,0,0,0,0,0.0361,0.085264,0.056644,0.2809,2916,0.060025,3025,25,0
"Tommy La Stella","NH","2023","SEA","Seattle Mariners",34.5,8.057,2140,720000,720000,1,1,"2023","2023",0,0,0,0,162,88,74,0,0,14,0,0,0,758,5500,1332,210,659,0.476,0.258,4.31,-0.1,0.01,12,24,21,2,4,1,0,0,2,0,0,3,5,0,0,0,0,0,0.19,0.292,0.238,0.53,54,0.245,55,5,"/DH",0,144,576,441,4,16,1,0,0,4,0,0,9,25,0,0,0,0,0,0.0361,0.085264,0.056644,0.2809,2916,0.060025,3025,25,0
"Tommy Milone","NH","2017","NYM","New York Mets",30.5,4.113,2141,1250000,1250000,1,1,"2017","2017",0,0,0,0,162,70,92,0,0,-22,0,0,0,735,5510,1379,224,863,0.48,0.25,3.78,0.1,0.01,16,12,9,0,1,0,0,0,1,0,0,2,5,0,0,1,0,0,0.111,0.273,0.111,0.384,8,0.208,7,1,"1",0,256,144,81,0,1,0,0,0,1,0,0,4,25,0,0,1,0,0,0.012321,0.074529,0.012321,0.147456,64,0.043264,49,1,0
"Tommy Milone","NH","2018","WSH","Washington Nationals",31.5,5.113,2142,1200000,1200000,1,1,"2018","2018",0,0,0,0,162,82,80,0,0,2,0,0,1,771,5517,1402,191,682,0.488,0.254,3.87,-0.1,0.01,5,9,7,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0.125,0,0.125,-63,0.087,-107,0,"/1",0,25,81,49,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0.015625,0,0.015625,3969,0.007569,11449,0,0
"Tommy Milone","NH","2019","SEA","Seattle Mariners",32.5,5.153,2143,691688.341292727,691688.341292727,1,1,"2019","2019",0,0,0,0,162,68,94,0,0,-26,0,0,1,758,5500,1305,239,893,0.471,0.26,4.33,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-100,0,-128,0,"1",0,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10000,0,16384,0,0
"Tommy Pham","NH","2022","CIN","Cincinnati Reds",34.4,0,2145,7500000,7500000,1,1,"2022","2022",0,0,0,0,162,62,100,0,0,-38,0,0,0,648,5380,1264,156,815,0.504,0.261,3.76,0.4,0.16,144,622,554,89,131,23,1,17,63,8,3,56,167,20,7,0,5,0,0.236,0.312,0.374,0.686,89,0.305,85,207,"7D/H",0,20736,386884,306916,7921,17161,529,1,289,3969,64,9,3136,27889,400,49,0,25,0,0.055696,0.097344,0.139876,0.470596,7921,0.093025,7225,42849,0
"Tommy Pham","NH","2023","NYM","New York Mets",35.4,1,2146,6000000,6000000,1,1,"2023","2023",0,0,0,0,162,75,87,0,0,-12,0,0,0,717,5363,1276,215,729,0.482,0.25,3.8,1.5,2.25,129,481,426,55,109,27,3,16,68,22,3,47,106,11,2,0,6,1,0.256,0.328,0.446,0.774,111,0.342,109,190,"7DH9/8",0,16641,231361,181476,3025,11881,729,9,256,4624,484,9,2209,11236,121,4,0,36,1,0.065536,0.107584,0.198916,0.599076,12321,0.116964,11881,36100,0
"Tommy Pham","NH","2024","CHW","Chicago White Sox",36.4,2,2147,3085142.46840741,3085142.46840741,1,1,"2024","2024",0,0,0,0,162,41,121,0,0,-80,0,0,0,507,5383,1187,133,813,0.5,0.26,3.8,-0.2,0.04,116,478,440,49,109,20,3,9,39,7,3,35,106,5,2,0,1,0,0.248,0.305,0.368,0.674,92,0.308,97,162,"978/DH",0,13456,228484,193600,2401,11881,400,9,81,1521,49,9,1225,11236,25,4,0,1,0,0.061504,0.093025,0.135424,0.454276,8464,0.094864,9409,26244,0
"Tommy Pham","NH","2025","PIT","Pittsburgh Pirates",37.4,3,2148,4025000,4025000,1,1,"2025","2025",0,0,0,0,162,71,91,0,0,-20,0,0,1,583,5375,1244,117,645,0.5,0.263,3.76,1,1,120,449,392,44,96,17,1,10,52,5,3,50,94,12,2,0,5,3,0.245,0.33,0.37,0.7,95,0.317,98,145,"7/H9D",0,14400,201601,153664,1936,9216,289,1,100,2704,25,9,2500,8836,144,4,0,25,9,0.060025,0.1089,0.1369,0.49,9025,0.100489,9604,21025,0
"Tony Barnette","NH","2016","TEX","Texas Rangers",32.8,0,2149,3500000,1750000,1,2,"2016","2017",0,0,0,0,162,95,67,1,1,28,0,0,0,765,5525,1446,215,757,0.479,0.26,4.24,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tony Barnette","NH","2017","TEX","Texas Rangers",33.8,1,2149,3500000,1750000,1,2,"2016","2017",0,0,0,0,162,78,84,0,0,-6,0,0,1,799,5430,1326,237,816,0.479,0.26,4.25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tony Barnette","NH","2018","TEX","Texas Rangers",34.8,2,2150,1500000,1500000,0,1,"2018","2018",0,0,0,0,162,67,95,0,0,-28,0,0,1,737,5453,1308,194,848,0.478,0.26,4.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tony Barnette","NH","2019","CHC","Chicago Cubs",35.8,3,2151,750000,750000,1,1,"2019","2019",0,0,0,0,162,84,78,0,0,6,0,0,1,814,5461,1378,256,717,0.514,0.263,3.68,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"/1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tony Sipp","NH","2014","HOU","Houston Astros",31.1,0,2152,500000,500000,1,1,"2014","2014",0,0,0,0,162,70,92,0,0,-22,0,0,0,629,5447,1317,163,723,0.487,0.254,3.82,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1/79",0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tony Sipp","NH","2016","HOU","Houston Astros",33.1,1,2153,18000000,6000000,0,3,"2016","2018",0,0,0,0,162,84,78,0,0,6,0,0,0,724,5545,1367,198,701,0.489,0.254,3.82,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tony Sipp","NH","2017","HOU","Houston Astros",34.1,2,2153,18000000,6000000,0,3,"2016","2018",0,0,0,0,162,101,61,1,1,40,1,1,2,896,5611,1581,238,700,0.491,0.254,3.83,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,-133,0,"1",0,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,17689,0,0
"Tony Sipp","NH","2018","HOU","Houston Astros",35.1,3,2153,18000000,6000000,0,3,"2016","2018",0,0,0,0,162,103,59,1,1,44,0,0,0,797,5453,1390,205,534,0.494,0.254,3.81,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tony Sipp","NH","2018","HOU","Houston Astros",35.1,4,2154,22924884.9804904,7641628.32683012,0,3,"2018","2020",0,0,0,0,162,103,59,1,1,44,0,0,0,797,5453,1390,205,534,0.494,0.254,3.81,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tony Sipp","NH","2019","WSH","Washington Nationals",36.1,5,2154,22924884.9804904,7641628.32683012,0,3,"2018","2020",0,0,0,0,162,93,69,0,1,24,1,1,1,873,5512,1460,231,724,0.489,0.254,3.88,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tony Sipp","NH","2019","WSH","Washington Nationals",36.1,7,2155,1250000,1250000,1,1,"2019","2019",0,0,0,0,162,93,69,0,1,24,1,1,1,873,5512,1460,231,724,0.489,0.254,3.88,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tony Watson","NH","2018","SF","San Francisco Giants",33.2,0,2156,9000000,3000000,1,3,"2018","2020",0,0,0,0,162,73,89,0,0,-16,0,0,0,603,5541,1324,133,699,0.536,0.264,3.57,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tony Watson","NH","2019","SF","San Francisco Giants",34.2,1,2156,9000000,3000000,1,3,"2018","2020",0,0,0,0,162,77,85,0,0,-8,0,0,0,678,5579,1332,167,773,0.535,0.264,3.57,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,3249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tony Watson","NH","2021","SF","San Francisco Giants",36.2,4,2158,2000000,2000000,1,1,"2021","2021",0,0,0,0,162,107,55,1,1,52,0,0,0,804,5462,1360,241,594,0.536,0.264,3.57,0,0,35,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-100,0,-125,0,"1",0,1225,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10000,0,15625,0,0
"Torii Hunter","NH","2013","DET","Detroit Tigers",38.1,4.132,2159,26000000,13000000,1,2,"2013","2014",2,1,0,1,162,93,69,1,1,24,0,0,0,795,5766,1628,176,646,0.508,0.266,3.95,2.6,6.76,144,652,606,90,184,37,5,17,84,3,2,26,113,11,7,3,10,0,0.304,0.334,0.465,0.8,115,0.352,117,282,"9/H",0,20736,425104,367236,8100,33856,1369,25,289,7056,9,4,676,12769,121,49,9,100,0,0.092416,0.111556,0.216225,0.64,13225,0.123904,13689,79524,0
"Torii Hunter","NH","2014","DET","Detroit Tigers",39.1,5.132,2159,26000000,13000000,1,2,"2013","2014",0,0,0,0,162,90,72,1,1,18,0,0,0,757,5630,1557,155,705,0.508,0.266,3.95,0.9,0.81,142,586,549,71,157,33,2,17,83,4,3,23,89,18,7,0,7,0,0.286,0.319,0.446,0.765,114,0.34,114,245,"9/DH",0,20164,343396,301401,5041,24649,1089,4,289,6889,16,9,529,7921,324,49,0,49,0,0.081796,0.101761,0.198916,0.585225,12996,0.1156,12996,60025,0
"Torii Hunter","NH","2015","MIN","Minnesota Twins",40.1,6.132,2160,10500000,10500000,1,1,"2015","2015",0,0,0,0,162,83,79,0,0,4,0,0,0,696,5467,1349,156,700,0.48,0.263,3.97,-0.7,0.49,139,567,521,67,125,22,0,22,81,2,5,35,105,14,6,0,5,1,0.24,0.293,0.409,0.702,91,0.305,88,213,"9D/H",0,19321,321489,271441,4489,15625,484,0,484,6561,4,25,1225,11025,196,36,0,25,1,0.0576,0.085849,0.167281,0.492804,8281,0.093025,7744,45369,0
"Travis Darnaud","NH","2019","TB","Tampa Bay Rays",30.5,0,2163,691688.341292727,691688.341292727,1,1,"2019","2019",0,0,0,0,162,96,66,0,1,30,0,0,0,769,5628,1427,217,656,0.473,0.256,4.33,1,1,103,391,351,52,88,16,0,16,69,0,1,32,85,4,2,0,6,0,0.251,0.312,0.433,0.745,98,0.318,97,152,"23H/D",0,10609,152881,123201,2704,7744,256,0,256,4761,0,1,1024,7225,16,4,0,36,0,0.063001,0.097344,0.187489,0.555025,9604,0.101124,9409,23104,0
"Travis Darnaud","NH","2020","ATL","Atlanta Braves",31.5,1,2164,16000000,8000000,1,2,"2020","2021",1,0,0,1,60,35,25,1,1,10,0,0,1,348,2074,556,103,288,0.501,0.26,3.67,0.8,0.64,44,184,165,19,53,8,0,9,34,1,0,16,50,8,2,0,1,0,0.321,0.386,0.533,0.919,139,0.394,138,88,"2/DH",0,1936,33856,27225,361,2809,64,0,81,1156,1,0,256,2500,64,4,0,1,0,0.103041,0.148996,0.284089,0.844561,19321,0.155236,19044,7744,0
"Travis Darnaud","NH","2021","ATL","Atlanta Braves",32.5,2,2164,16000000,8000000,1,2,"2020","2021",0,0,0,0,161,88,73,1,1,15,1,1,0,790,5363,1307,239,656,0.501,0.26,3.67,0.2,0.04,60,229,209,21,46,14,0,7,26,0,0,17,53,7,2,0,1,0,0.22,0.284,0.388,0.671,76,0.292,70,81,"2/HD",0,3600,52441,43681,441,2116,196,0,49,676,0,0,289,2809,49,4,0,1,0,0.0484,0.080656,0.150544,0.450241,5776,0.085264,4900,6561,0
"Travis Darnaud","NH","2022","ATL","Atlanta Braves",33.5,3,2165,17833677.0786967,8916838.53934837,0,2,"2022","2023",1,0,0,0,162,101,61,1,1,40,0,0,1,789,5509,1394,243,609,0.502,0.26,3.67,2.8,7.84,107,426,396,61,106,25,1,18,60,0,0,19,90,12,11,0,0,0,0.268,0.319,0.472,0.791,117,0.347,117,187,"2/DH",0,11449,181476,156816,3721,11236,625,1,324,3600,0,0,361,8100,144,121,0,0,0,0.071824,0.101761,0.222784,0.625681,13689,0.120409,13689,34969,0
"Travis Darnaud","NH","2023","ATL","Atlanta Braves",34.5,4,2165,17833677.0786967,8916838.53934837,0,2,"2022","2023",0,0,0,0,162,104,58,1,1,46,0,0,0,947,5597,1543,307,716,0.503,0.26,3.67,0.2,0.04,74,292,267,31,60,13,0,11,39,0,0,21,67,6,3,0,1,0,0.225,0.288,0.397,0.685,84,0.3,81,106,"2/DH",0,5476,85264,71289,961,3600,169,0,121,1521,0,0,441,4489,36,9,0,1,0,0.050625,0.082944,0.157609,0.469225,7056,0.09,6561,11236,0
"Travis Darnaud","NH","2023","ATL","Atlanta Braves",34.5,5,2166,17019777.4830486,8509888.74152428,0,2,"2023","2024",0,0,0,0,162,104,58,1,1,46,0,0,0,947,5597,1543,307,716,0.503,0.26,3.67,0.2,0.04,74,292,267,31,60,13,0,11,39,0,0,21,67,6,3,0,1,0,0.225,0.288,0.397,0.685,84,0.3,81,106,"2/DH",0,5476,85264,71289,961,3600,169,0,121,1521,0,0,441,4489,36,9,0,1,0,0.050625,0.082944,0.157609,0.469225,7056,0.09,6561,11236,0
"Travis Darnaud","NH","2024","ATL","Atlanta Braves",35.5,6,2166,17019777.4830486,8509888.74152428,0,2,"2023","2024",0,0,0,0,162,89,73,0,1,16,0,0,0,704,5481,1333,213,607,0.504,0.26,3.67,1.1,1.21,99,341,307,40,73,16,0,15,48,1,0,24,89,8,6,0,4,0,0.238,0.302,0.436,0.739,103,0.32,101,134,"2H",0,9801,116281,94249,1600,5329,256,0,225,2304,1,0,576,7921,64,36,0,16,0,0.056644,0.091204,0.190096,0.546121,10609,0.1024,10201,17956,0
"Travis Darnaud","NH","2024","ATL","Atlanta Braves",35.5,7,2167,8227046.58241975,8227046.58241975,0,1,"2024","2024",0,0,0,0,162,89,73,0,1,16,0,0,0,704,5481,1333,213,607,0.504,0.26,3.67,1.1,1.21,99,341,307,40,73,16,0,15,48,1,0,24,89,8,6,0,4,0,0.238,0.302,0.436,0.739,103,0.32,101,134,"2H",0,9801,116281,94249,1600,5329,256,0,225,2304,1,0,576,7921,64,36,0,16,0,0.056644,0.091204,0.190096,0.546121,10609,0.1024,10201,17956,0
"Travis Darnaud","NH","2025","LAA","Los Angeles Angels",36.5,8,2168,12000000,6000000,1,2,"2025","2026",0,0,0,0,162,72,90,0,0,-18,0,0,1,673,5374,1209,226,837,0.495,0.256,4.02,-0.3,0.09,69,231,213,16,42,13,0,6,21,0,0,13,74,5,4,0,1,0,0.197,0.255,0.343,0.598,66,0.26,58,73,"2/HD",0,4761,53361,45369,256,1764,169,0,36,441,0,0,169,5476,25,16,0,1,0,0.038809,0.065025,0.117649,0.357604,4356,0.0676,3364,5329,0
"Travis Jankowski","NH","2021","PHI","Philadelphia Phillies",30.2,0,2169,674990.669239509,674990.669239509,1,1,"2021","2021",0,0,0,0,162,82,80,0,0,2,0,0,0,734,5366,1288,198,745,0.472,0.261,3.99,0.5,0.25,76,157,131,24,33,6,2,1,10,5,0,22,29,1,1,2,0,4,0.252,0.364,0.351,0.715,96,0.337,101,46,"8H/97",0,5776,24649,17161,576,1089,36,4,1,100,25,0,484,841,1,1,4,0,16,0.063504,0.132496,0.123201,0.511225,9216,0.113569,10201,2116,0
"Travis Jankowski","NH","2023","TEX","Texas Rangers",32.2,1,2170,1329670.11586317,1329670.11586317,1,1,"2023","2023",0,0,0,0,162,90,72,0,1,18,1,1,0,881,5595,1470,233,716,0.476,0.258,4.29,1.6,2.56,107,287,247,34,65,12,1,1,30,19,1,35,42,6,2,1,2,0,0.263,0.357,0.332,0.689,93,0.332,100,82,"7H98/D",0,11449,82369,61009,1156,4225,144,1,1,900,361,1,1225,1764,36,4,1,4,0,0.069169,0.127449,0.110224,0.474721,8649,0.110224,10000,6724,0
"Travis Jankowski","NH","2024","TEX","Texas Rangers",33.2,2,2171,1700000,1700000,0,1,"2024","2024",0,0,0,0,162,78,84,0,0,-6,0,0,1,683,5472,1302,176,738,0.476,0.258,4.29,0.4,0.16,104,207,190,19,38,5,0,1,12,11,1,12,44,3,5,0,0,0,0.2,0.266,0.242,0.508,51,0.256,58,46,"9H7D8",0,10816,42849,36100,361,1444,25,0,1,144,121,1,144,1936,9,25,0,0,0,0.04,0.070756,0.058564,0.258064,2601,0.065536,3364,2116,0
