"player","position","year","team","team_whole_name","age","years_experience","id_contract","contract_value","average_annual_contract_value","dummy_team_change","years_contract","initial_contract_year","reference_end_contract_year","awards","MVP_price","CYA_price","SS_price","team_g","team_w","team_l","team_divs","team_playoffs","team_games_over_500","team_pnnts","team_ws","team_hof","team_r","team_ab","team_h","team_hr","team_ra","team_w_l_percent","team_ba","team_era","war","war_to_2","g","pa","ab","r","h","x2b","x3b","hr","rbi","sb","cs","bb","so","gidp","hbp","sh","sf","ibb","ba","obp","slg","ops","ops_plus","r_oba","rbat","tb","pos","leader","g_to_2","pa_to_2","ab_to_2","r_to_2","h_to_2","x2b_to_2","x3b_to_2","hr_to_2","rbi_to_2","sb_to_2","cs_to_2","bb_to_2","so_to_2","gidp_to_2","hbp_to_2","sh_to_2","sf_to_2","ibb_to_2","ba_to_2","obp_to_2","slg_to_2","ops_to_2","ops_plus_to_2","r_oba_to_2","rbat_to_2","tb_to_2","leader_to_2"
"Craig Stammen","NH","2018","SD","San Diego Padres",34.4,2,564,4500000,2250000,0,2,"2018","2019",0,0,0,0,162,66,96,0,0,-30,0,0,1,617,5486,1289,162,767,0.461,0.25,3.96,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,4624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Craig Stammen","NH","2019","SD","San Diego Padres",35.4,3,564,4500000,2250000,0,2,"2018","2019",0,0,0,0,162,70,92,0,0,-22,0,0,0,682,5391,1281,219,789,0.461,0.249,3.97,0,0,72,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-100,0,-133,0,"1",0,5184,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10000,0,17689,0,0
"Craig Stammen","NH","2019","SD","San Diego Padres",35.4,4,565,5608283.84831941,2804141.9241597,0,2,"2019","2020",0,0,0,0,162,70,92,0,0,-22,0,0,0,682,5391,1281,219,789,0.461,0.249,3.97,0,0,72,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-100,0,-133,0,"1",0,5184,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10000,0,17689,0,0
"Craig Stammen","NH","2021","SD","San Diego Padres",37.4,7,566,9000000,4500000,0,2,"2020","2021",0,0,0,0,162,79,83,0,0,-4,0,0,0,729,5384,1305,180,708,0.462,0.249,3.97,0,0,64,7,5,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0.2,0.2,0.2,0.4,13,0.18,-36,1,"1",0,4096,49,25,0,1,0,0,0,0,0,0,0,9,0,0,4,0,0,0.04,0.04,0.04,0.16,169,0.0324,1296,1,0
"Craig Stammen","NH","2021","SD","San Diego Padres",37.4,8,567,10648406.7014121,5324203.35070603,0,2,"2021","2022",0,0,0,0,162,79,83,0,0,-4,0,0,0,729,5384,1305,180,708,0.462,0.249,3.97,0,0,64,7,5,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0.2,0.2,0.2,0.4,13,0.18,-36,1,"1",0,4096,49,25,0,1,0,0,0,0,0,0,0,9,0,0,4,0,0,0.04,0.04,0.04,0.16,169,0.0324,1296,1,0
"Curt Casali","NH","2021","SF","San Francisco Giants",32.8,0,569,1500000,1500000,1,1,"2021","2021",0,0,0,0,162,107,55,1,1,52,0,0,0,804,5462,1360,241,594,0.536,0.264,3.57,0.6,0.36,77,231,200,20,42,11,1,5,26,0,0,26,66,3,4,1,0,4,0.21,0.313,0.35,0.663,81,0.299,80,70,"2H/3",0,5929,53361,40000,400,1764,121,1,25,676,0,0,676,4356,9,16,1,0,16,0.0441,0.097969,0.1225,0.439569,6561,0.089401,6400,4900,0
"Curt Casali","NH","2023","CIN","Cincinnati Reds",34.8,1,570,3250000,3250000,1,1,"2023","2023",0,0,0,0,162,82,80,0,0,2,0,0,1,783,5499,1371,198,821,0.504,0.261,3.77,0.1,0.01,40,96,80,8,14,2,0,0,6,0,0,11,23,1,2,3,0,0,0.175,0.29,0.2,0.49,35,0.249,39,16,"2/35",0,1600,9216,6400,64,196,4,0,0,36,0,0,121,529,1,4,9,0,0,0.030625,0.0841,0.04,0.2401,1225,0.062001,1521,256,0
"Curt Casali","NH","2024","SF","San Francisco Giants",35.8,2,571,1000000,1000000,1,1,"2024","2024",0,0,0,0,162,80,82,0,0,-2,0,0,0,693,5460,1303,177,699,0.535,0.263,3.58,0.3,0.09,41,125,108,12,21,3,0,1,8,0,0,13,22,3,2,2,0,0,0.194,0.293,0.25,0.543,59,0.27,71,27,"2",0,1681,15625,11664,144,441,9,0,1,64,0,0,169,484,9,4,4,0,0,0.037636,0.085849,0.0625,0.294849,3481,0.0729,5041,729,0
"Curtis Granderson","NH","2014","NYM","New York Mets",33.4,4.077,572,60000000,15000000,1,4,"2014","2017",0,0,0,0,162,79,83,0,0,-4,0,0,2,629,5472,1306,125,618,0.478,0.25,3.76,1.2,1.44,155,654,564,73,128,27,2,20,66,8,2,79,141,1,6,0,5,1,0.227,0.326,0.388,0.714,105,0.324,105,219,"987/H",0,24025,427716,318096,5329,16384,729,4,400,4356,64,4,6241,19881,1,36,0,25,1,0.051529,0.106276,0.150544,0.509796,11025,0.104976,11025,47961,0
"Curtis Granderson","NH","2015","NYM","New York Mets",34.4,5.077,572,60000000,15000000,1,4,"2014","2017",2,1,0,0,162,90,72,1,1,18,1,0,1,683,5527,1351,177,613,0.48,0.25,3.76,5.2,27.04,157,682,580,98,150,33,2,26,70,11,6,91,151,3,7,0,4,3,0.259,0.364,0.457,0.821,127,0.363,129,265,"9H/8D",0,24649,465124,336400,9604,22500,1089,4,676,4900,121,36,8281,22801,9,49,0,16,9,0.067081,0.132496,0.208849,0.674041,16129,0.131769,16641,70225,0
"Curtis Granderson","NH","2016","NYM","New York Mets",35.4,6.077,572,60000000,15000000,1,4,"2014","2017",0,0,0,0,162,87,75,0,1,12,0,0,1,671,5459,1342,218,617,0.481,0.25,3.75,2.9,8.41,150,633,545,88,129,24,5,30,59,4,2,74,130,10,9,0,5,7,0.237,0.335,0.464,0.799,114,0.347,114,253,"98H/7D",0,22500,400689,297025,7744,16641,576,25,900,3481,16,4,5476,16900,100,81,0,25,49,0.056169,0.112225,0.215296,0.638401,12996,0.120409,12996,64009,0
"Curtis Granderson","NH","2017","NYM","New York Mets",36.4,7.077,572,60000000,15000000,1,4,"2014","2017",0,0,0,0,162,70,92,0,0,-22,0,0,0,735,5510,1379,224,863,0.48,0.25,3.78,1.7,2.89,147,527,449,74,95,24,3,26,64,6,2,71,123,5,4,0,3,2,0.212,0.323,0.452,0.775,105,0.341,109,203,"897H/D",0,21609,277729,201601,5476,9025,576,9,676,4096,36,4,5041,15129,25,16,0,9,4,0.044944,0.104329,0.204304,0.600625,11025,0.116281,11881,41209,0
"Curtis Granderson","NH","2018","TOR","Toronto Blue Jays",37.4,8.077,573,5000000,5000000,1,1,"2018","2018",0,0,0,0,162,73,89,0,0,-16,0,0,0,709,5477,1336,217,832,0.496,0.261,4.23,0.8,0.64,123,403,343,60,83,22,2,13,38,2,1,54,106,3,4,1,1,1,0.242,0.351,0.431,0.782,115,0.341,113,148,"97HD/8",0,15129,162409,117649,3600,6889,484,4,169,1444,4,1,2916,11236,9,16,1,1,1,0.058564,0.123201,0.185761,0.611524,13225,0.116281,12769,21904,0
"Curtis Granderson","NH","2019","MIA","Miami Marlins",38.4,9.077,574,1750000,1750000,1,1,"2019","2019",0,0,0,0,162,57,105,0,0,-48,0,0,0,615,5512,1326,146,808,0.462,0.257,4.31,-0.5,0.25,138,363,317,44,58,17,1,12,34,0,3,41,98,3,3,0,2,1,0.183,0.281,0.356,0.637,68,0.29,75,113,"7H/9D",0,19044,131769,100489,1936,3364,289,1,144,1156,0,9,1681,9604,9,9,0,4,1,0.033489,0.078961,0.126736,0.405769,4624,0.0841,5625,12769,0
"Daisuke Matsuzaka","NH","2013","NYM","New York Mets",32.9,0,575,1500000,1500000,1,1,"2013","2013",0,0,0,0,162,74,88,0,0,-14,0,0,0,619,5559,1318,130,684,0.478,0.251,3.77,0,0,6,13,12,0,3,0,0,0,1,0,0,0,5,0,0,1,0,0,0.25,0.25,0.25,0.5,44,0.218,19,3,"/1",0,36,169,144,0,9,0,0,0,1,0,0,0,25,0,0,1,0,0,0.0625,0.0625,0.0625,0.25,1936,0.047524,361,9,0
"Daisuke Matsuzaka","NH","2014","NYM","New York Mets",33.9,1,576,1500000,1500000,0,1,"2014","2014",0,0,0,0,162,79,83,0,0,-4,0,0,2,629,5472,1306,125,618,0.478,0.25,3.76,0.1,0.01,32,17,11,0,2,0,0,0,1,0,0,1,6,0,0,5,0,0,0.182,0.25,0.182,0.432,27,0.2,-21,2,"1",0,1024,289,121,0,4,0,0,0,1,0,0,1,36,0,0,25,0,0,0.033124,0.0625,0.033124,0.186624,729,0.04,441,4,0
"Dallas Keuchel","NH","2019","ATL","Atlanta Braves",31.6,0,577,21210000,21210000,1,1,"2019","2019",0,0,0,0,162,97,65,1,1,32,0,0,0,855,5560,1432,249,743,0.501,0.26,3.66,-0.1,0.01,19,41,38,0,5,1,0,0,2,0,0,1,28,0,0,2,0,0,0.132,0.154,0.158,0.312,-20,0.14,-53,6,"1",0,361,1681,1444,0,25,1,0,0,4,0,0,1,784,0,0,4,0,0,0.017424,0.023716,0.024964,0.097344,400,0.0196,2809,36,0
"Dallas Keuchel","NH","2021","CHW","Chicago White Sox",33.6,2,578,55500000,18500000,1,3,"2020","2022",1,0,0,0,162,93,69,1,1,24,0,0,0,796,5357,1373,190,636,0.503,0.26,3.78,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-100,0,-129,0,"1",0,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10000,0,16641,0,0
"Dan Haren","NH","2013","WSH","Washington Nationals",32.9,0,583,13000000,13000000,1,1,"2013","2013",0,0,0,0,162,86,76,0,0,10,0,0,0,656,5436,1365,161,626,0.48,0.253,3.9,0.2,0.04,29,55,47,2,8,3,0,0,2,0,0,1,17,0,1,6,0,0,0.17,0.204,0.234,0.438,20,0.199,-10,11,"1",0,841,3025,2209,4,64,9,0,0,4,0,0,1,289,0,1,36,0,0,0.0289,0.041616,0.054756,0.191844,400,0.039601,100,121,0
"Dan Haren","NH","2014","LAD","Los Angeles Dodgers",33.9,1,584,10000000,10000000,1,1,"2014","2014",0,0,0,0,160,94,68,1,1,26,0,0,1,718,5560,1476,134,617,0.525,0.262,3.53,0.2,0.04,29,60,54,2,10,1,0,0,5,0,0,3,20,1,0,3,0,0,0.185,0.228,0.204,0.432,25,0.202,9,11,"1",0,841,3600,2916,4,100,1,0,0,25,0,0,9,400,1,0,9,0,0,0.034225,0.051984,0.041616,0.186624,625,0.040804,81,121,0
"Dan Haren","NH","2015","MIA","Miami Marlins",34.9,2,585,1354138.54454338,1354138.54454338,1,1,"2015","2015",0,0,0,0,162,71,91,0,0,-20,0,0,0,613,5463,1420,120,678,0.469,0.258,4.26,0.1,0.01,30,65,49,4,6,1,0,0,5,0,0,5,16,2,0,10,1,0,0.122,0.2,0.143,0.343,-2,0.168,-34,7,"1/H",0,900,4225,2401,16,36,1,0,0,25,0,0,25,256,4,0,100,1,0,0.014884,0.04,0.020449,0.117649,4,0.028224,1156,49,0
"Dan Johnson","NH","2012","CHW","Chicago White Sox",33,0,586,900000,900000,1,1,"2012","2012",0,0,0,0,162,85,77,0,0,8,0,0,0,748,5518,1409,211,676,0.506,0.261,3.75,0.5,0.25,14,31,22,8,8,1,0,3,6,0,0,9,3,0,0,0,0,1,0.364,0.548,0.818,1.367,264,0.548,265,18,"/HD3",0,196,961,484,64,64,1,0,9,36,0,0,81,9,0,0,0,0,1,0.132496,0.300304,0.669124,1.868689,69696,0.300304,70225,324,0
"Dan Johnson","NH","2014","TOR","Toronto Blue Jays",35,1,587,689449.635766739,689449.635766739,1,1,"2014","2014",0,0,0,0,162,83,79,0,0,4,0,0,1,723,5550,1435,177,686,0.495,0.262,4.23,-0.1,0.01,15,48,38,8,8,2,0,1,7,0,0,7,10,1,1,0,2,0,0.211,0.333,0.342,0.675,93,0.304,87,13,"/3DH",0,225,2304,1444,64,64,4,0,1,49,0,0,49,100,1,1,0,4,0,0.044521,0.110889,0.116964,0.455625,8649,0.092416,7569,169,0
"Dan Winkler","NH","2020","CHC","Chicago Cubs",30.5,4.063,590,750000,750000,1,1,"2020","2020",0,0,0,0,60,34,26,1,1,8,0,0,0,265,1918,422,74,240,0.514,0.262,3.68,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daniel Bard","NH","2021","COL","Colorado Rockies",35,1,593,3460732.17795892,3460732.17795892,0,1,"2021","2021",0,0,0,0,161,74,87,0,0,-13,0,0,0,739,5374,1338,182,796,0.47,0.273,4.98,0.1,0.01,64,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,418,0.899,483,1,"1",0,4096,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,174724,0.808201,233289,1,0
"Daniel Bard","NH","2022","COL","Colorado Rockies",36,2,594,4904261.1966416,4904261.1966416,0,1,"2022","2022",2,1,0,0,162,68,94,0,0,-26,0,0,0,698,5540,1408,149,873,0.469,0.272,4.98,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daniel Descalso","NH","2015","COL","Colorado Rockies",28.8,4.016,596,3600000,1800000,1,2,"2015","2016",0,0,0,0,162,68,94,0,0,-26,0,0,0,737,5572,1479,186,844,0.466,0.275,5,-0.4,0.16,101,209,185,22,38,3,2,5,22,1,2,20,45,3,0,4,0,6,0.205,0.283,0.324,0.607,55,0.271,43,60,"H64/359",0,10201,43681,34225,484,1444,9,4,25,484,1,4,400,2025,9,0,16,0,36,0.042025,0.080089,0.104976,0.368449,3025,0.073441,1849,3600,0
"Daniel Descalso","NH","2016","COL","Colorado Rockies",29.8,5.016,596,3600000,1800000,1,2,"2015","2016",0,0,0,0,162,75,87,0,0,-12,0,0,0,845,5614,1544,204,860,0.466,0.275,4.99,0.5,0.25,99,289,250,38,66,12,2,8,38,3,0,34,56,2,1,0,4,3,0.264,0.349,0.424,0.773,93,0.343,91,106,"6H34/75D",0,9801,83521,62500,1444,4356,144,4,64,1444,9,0,1156,3136,4,1,0,16,9,0.069696,0.121801,0.179776,0.597529,8649,0.117649,8281,11236,0
"Daniel Descalso","NH","2017","ARI","Arizona Diamondbacks",30.8,6.016,597,1500000,1500000,1,1,"2017","2017",0,0,0,0,162,93,69,0,1,24,0,0,0,812,5525,1405,220,659,0.493,0.258,4.23,-0.3,0.09,130,398,344,47,80,16,5,10,51,4,0,48,89,6,4,0,2,0,0.233,0.332,0.395,0.727,84,0.324,82,136,"47H35/16D",0,16900,158404,118336,2209,6400,256,25,100,2601,16,0,2304,7921,36,16,0,4,0,0.054289,0.110224,0.156025,0.528529,7056,0.104976,6724,18496,0
"Daniel Descalso","NH","2019","CHC","Chicago Cubs",32.8,8.016,598,5000000,2500000,1,2,"2019","2020",0,0,0,0,162,84,78,0,0,6,0,0,1,814,5461,1378,256,717,0.514,0.263,3.68,-0.9,0.81,82,194,168,20,29,5,1,2,15,2,1,23,57,3,0,1,1,0,0.173,0.271,0.25,0.521,38,0.243,33,42,"4H/5D13",0,6724,37636,28224,400,841,25,1,4,225,4,1,529,3249,9,0,1,1,0,0.029929,0.073441,0.0625,0.271441,1444,0.059049,1089,1764,0
"Daniel Hudson","NH","2014","ARI","Arizona Diamondbacks",27.4,0,599,700000,700000,0,1,"2014","2014",0,0,0,0,162,64,98,0,0,-34,0,0,0,615,5552,1379,118,742,0.492,0.258,4.23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"/1",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daniel Hudson","NH","2016","ARI","Arizona Diamondbacks",29.4,1,600,3577100.34652386,3577100.34652386,0,1,"2016","2016",0,0,0,0,162,69,93,0,0,-24,0,0,0,752,5665,1479,190,890,0.488,0.258,4.27,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,4225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daniel Hudson","NH","2017","PIT","Pittsburgh Pirates",30.4,2,601,11000000,5500000,1,2,"2017","2018",0,0,0,0,165,75,87,0,0,-12,0,0,0,668,5458,1331,151,731,0.504,0.264,3.72,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,4225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daniel Hudson","NH","2018","LAD","Los Angeles Dodgers",31.4,3,601,11000000,5500000,1,2,"2017","2018",0,0,0,0,163,92,71,1,1,21,1,0,1,804,5572,1394,235,610,0.527,0.262,3.53,0,0,37,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-100,0,-141,0,"1",0,1369,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10000,0,19881,0,0
"Daniel Hudson","NH","2018","LAD","Los Angeles Dodgers",31.4,4,602,545000,545000,1,1,"2018","2018",0,0,0,0,163,92,71,1,1,21,1,0,1,804,5572,1394,235,610,0.527,0.262,3.53,0,0,37,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-100,0,-141,0,"1",0,1369,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10000,0,19881,0,0
"Daniel Hudson","NH","2019","WSH","Washington Nationals",32.4,5,603,1500000,1500000,1,1,"2019","2019",0,0,0,0,162,93,69,0,1,24,1,1,1,873,5512,1460,231,724,0.489,0.254,3.88,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daniel Hudson","NH","2021","WSH","Washington Nationals",34.4,7,604,11000000,5500000,0,2,"2020","2021",0,0,0,0,162,65,97,0,0,-32,0,0,0,724,5385,1388,182,820,0.487,0.254,3.9,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daniel Hudson","NH","2021","WSH","Washington Nationals",34.4,8,605,13014719.3017258,6507359.65086292,1,2,"2021","2022",0,0,0,0,162,65,97,0,0,-32,0,0,0,724,5385,1388,182,820,0.487,0.254,3.9,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daniel Murphy","NH","2016","WSH","Washington Nationals",31.3,0,609,37500000,12500000,1,3,"2016","2018",2,1,0,1,162,95,67,1,1,28,0,0,0,763,5490,1403,203,612,0.485,0.253,3.86,4.7,22.09,142,582,531,88,184,47,5,25,104,5,3,35,57,4,8,0,8,10,0.347,0.39,0.595,0.985,155,0.411,154,316,"43/H5D",0,20164,338724,281961,7744,33856,2209,25,625,10816,25,9,1225,3249,16,64,0,64,100,0.120409,0.1521,0.354025,0.970225,24025,0.168921,23716,99856,0
"Daniel Murphy","NH","2017","WSH","Washington Nationals",32.3,1,609,37500000,12500000,1,3,"2016","2018",2,1,0,1,162,97,65,1,1,32,0,0,2,819,5553,1477,215,672,0.487,0.254,3.87,3.2,10.24,144,593,534,94,172,43,3,23,93,2,0,52,77,16,4,0,3,14,0.322,0.384,0.543,0.928,136,0.39,135,290,"4/H",0,20736,351649,285156,8836,29584,1849,9,529,8649,4,0,2704,5929,256,16,0,9,196,0.103684,0.147456,0.294849,0.861184,18496,0.1521,18225,84100,0
"Daniel Murphy","NH","2018","WSH","Washington Nationals",33.3,2,609,37500000,12500000,1,3,"2016","2018",0,0,0,0,162,82,80,0,0,2,0,0,1,771,5517,1402,191,682,0.488,0.254,3.87,0,0,91,351,328,40,98,15,0,12,42,3,0,20,40,5,0,0,3,2,0.299,0.336,0.454,0.79,107,0.346,105,149,"43/HD",0,8281,123201,107584,1600,9604,225,0,144,1764,9,0,400,1600,25,0,0,9,4,0.089401,0.112896,0.206116,0.6241,11449,0.119716,11025,22201,0
"Daniel Murphy","NH","2019","COL","Colorado Rockies",34.3,3,610,24000000,12000000,1,2,"2019","2020",0,0,0,0,162,71,91,0,0,-20,0,0,0,835,5660,1502,224,958,0.471,0.274,4.97,0.7,0.49,132,478,438,56,122,35,1,13,78,1,1,32,74,10,2,0,4,1,0.279,0.328,0.452,0.78,89,0.337,88,198,"3H/D4",0,17424,228484,191844,3136,14884,1225,1,169,6084,1,1,1024,5476,100,4,0,16,1,0.077841,0.107584,0.204304,0.6084,7921,0.113569,7744,39204,0
"Daniel Murphy","NH","2020","COL","Colorado Rockies",35.3,4,610,24000000,12000000,1,2,"2019","2020",0,0,0,0,60,26,34,0,0,-8,0,0,1,275,2057,528,63,353,0.471,0.274,4.98,-0.9,0.81,40,132,123,10,29,3,0,3,16,0,0,7,21,3,0,0,1,2,0.236,0.275,0.333,0.608,55,0.261,38,41,"3/HD",0,1600,17424,15129,100,841,9,0,9,256,0,0,49,441,9,0,0,1,4,0.055696,0.075625,0.110889,0.369664,3025,0.068121,1444,1681,0
"Daniel Murphy","NH","2020","COL","Colorado Rockies",35.3,5,611,29410048.0774619,14705024.0387309,0,2,"2020","2021",0,0,0,0,60,26,34,0,0,-8,0,0,1,275,2057,528,63,353,0.471,0.274,4.98,-0.9,0.81,40,132,123,10,29,3,0,3,16,0,0,7,21,3,0,0,1,2,0.236,0.275,0.333,0.608,55,0.261,38,41,"3/HD",0,1600,17424,15129,100,841,9,0,9,256,0,0,49,441,9,0,0,1,4,0.055696,0.075625,0.110889,0.369664,3025,0.068121,1444,1681,0
"Danny Coulombe","NH","2023","BAL","Baltimore Orioles",33.8,1,613,1000000,1000000,0,1,"2023","2023",0,0,0,0,162,101,61,1,1,40,0,0,0,807,5495,1399,183,678,0.474,0.258,4.05,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Danny Coulombe","NH","2024","BAL","Baltimore Orioles",34.8,2,614,2365275.89244568,2365275.89244568,1,1,"2024","2024",0,0,0,0,162,91,71,0,1,20,0,0,0,786,5567,1391,235,699,0.475,0.258,4.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Danny Hultzen","NH","2019","CHC","Chicago Cubs",29.7,1,617,691688.341292727,691688.341292727,0,1,"2019","2019",0,0,0,0,162,84,78,0,0,6,0,0,1,814,5461,1378,256,717,0.514,0.263,3.68,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"/1",0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darin Ruf","NH","2020","SF","San Francisco Giants",34,2.138,620,980334.935915396,980334.935915396,1,1,"2020","2020",0,0,0,0,60,29,31,0,0,-2,0,0,0,299,2019,532,81,297,0.535,0.264,3.58,0.8,0.64,40,100,87,11,24,6,0,5,18,1,0,13,23,1,0,0,0,0,0.276,0.37,0.517,0.887,142,0.4,153,45,"7H/D39",0,1600,10000,7569,121,576,36,0,25,324,1,0,169,529,1,0,0,0,0,0.076176,0.1369,0.267289,0.786769,20164,0.16,23409,2025,0
"Darin Ruf","NH","2023","MIL","Milwaukee Brewers",37,5.138,621,720000,720000,1,1,"2023","2023",0,0,0,0,162,92,70,1,1,22,0,0,0,728,5386,1290,165,647,0.486,0.256,4.15,-0.2,0.04,20,57,49,3,11,3,0,0,3,0,0,8,16,0,0,0,0,0,0.224,0.333,0.286,0.619,74,0.287,76,14,"D/H3",0,400,3249,2401,9,121,9,0,0,9,0,0,64,256,0,0,0,0,0,0.050176,0.110889,0.081796,0.383161,5476,0.082369,5776,196,0
"Darren Oday","NH","2017","BAL","Baltimore Orioles",34.8,1,622,31000000,7750000,0,4,"2016","2019",0,0,0,0,162,75,87,0,0,-12,0,0,1,743,5650,1469,232,841,0.477,0.259,4.01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darren Oday","NH","2018","BAL","Baltimore Orioles",35.8,2,622,31000000,7750000,0,4,"2016","2019",0,0,0,0,162,47,115,0,0,-68,0,0,2,622,5507,1317,188,892,0.475,0.259,4.02,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darren Oday","NH","2019","ATL","Atlanta Braves",36.8,3,622,31000000,7750000,0,4,"2016","2019",0,0,0,0,162,97,65,1,1,32,0,0,0,855,5560,1432,249,743,0.501,0.26,3.66,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"/1",0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Dahl","NH","2021","TEX","Texas Rangers",27.3,0,628,2700000,2700000,1,1,"2021","2021",0,0,0,0,162,60,102,0,0,-42,0,0,0,625,5405,1254,167,815,0.476,0.259,4.29,-0.8,0.64,63,220,205,19,43,11,0,4,18,2,1,10,59,3,1,1,3,0,0.21,0.247,0.322,0.569,55,0.253,52,66,"7D9/H8",0,3969,48400,42025,361,1849,121,0,16,324,4,1,100,3481,9,1,1,9,0,0.0441,0.061009,0.103684,0.323761,3025,0.064009,2704,4356,0
"David Dahl","H","2024","PHI","Philadelphia Phillies",30.3,1,629,1028380.82280247,1028380.82280247,1,1,"2024","2024",0,0,0,0,162,95,67,1,1,28,0,0,0,784,5534,1423,198,671,0.474,0.26,3.99,0.3,0.09,19,62,58,6,12,2,0,3,8,0,0,3,21,0,0,0,1,0,0.207,0.242,0.397,0.638,73,0.287,76,23,"7/D9H",0,361,3844,3364,36,144,4,0,9,64,0,0,9,441,0,0,0,1,0,0.042849,0.058564,0.157609,0.407044,5329,0.082369,5776,529,0
